Format Version,1.22,Take Name,crazyflie_hlc19,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,08 Dec 1969 16:13:25 -0500,Total Frames in Take,1191,Total Exported Frames,1191,Rotation Type,Quaternion,Length Units,Centimeters,Coordinate Space,Global

,,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
214,1.783333,-0.037565,-0.135212,-0.006966,-0.990080,155.068314,41.882439,78.120483,0.083726,145.503616,41.956348,76.392456,0.841553,161.284988,41.768925,81.389610,0.895198,160.102432,42.385029,70.637039,0.708081,153.382217,41.419456,84.062836,0.717909,145.499054,41.984726,76.382515,161.254227,41.791977,81.338860,160.174911,42.441769,70.550980,153.338806,41.472378,84.169098,-134.853821,207.028870,160.375977,-135.047318,207.910416,163.924225,308.856873,205.913239,-133.425110,162.025589,284.863220,82.795975,138.109756,277.223907,92.925354,114.680244,277.595123,87.083458,51.145744,207.314774,49.114925,8.403739,205.698059,-119.211182,-79.180588,269.940887,44.626057,-95.759384,276.223511,82.632103,-105.791618,206.803864,-332.324341,-109.499550,276.585785,71.046738,-127.766373,275.884918,93.538651,-288.821991,206.343765,373.455200,-292.991272,205.594589,-3.754642,40.388603,205.138809,-122.216118,-166.987183,206.545181,224.368149,13.012362,205.445908,-255.717651,-149.131363,205.672485,49.627716,131.405609,206.752960,53.925598,-292.881287,204.894684,167.176529,89.288864,207.644913,16.371210,100.836182,208.157227,192.225235,311.440857,206.729385,17.240620,-96.906403,207.300873,111.913208,102.570938,204.813080,-320.307556,-13.810017,207.944275,292.540680,203.944229,206.317108,-137.301666,79.081253,206.582123,-47.951145,42.234219,207.568146,282.559814,-38.619835,207.531525,-62.795139,85.707695,208.611130,240.158035,,,,-76.008942,205.591034,58.525501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,1.791667,-0.037419,-0.135209,-0.006965,-0.990086,155.046432,42.089344,78.050201,0.069724,145.481735,42.162399,76.322052,0.864114,161.263062,41.977005,81.319435,0.908531,160.080612,42.589935,70.566658,0.775169,153.360291,41.628029,83.992668,0.754950,145.485718,42.193481,76.305962,161.229736,42.007206,81.267563,160.134705,42.636639,70.495667,153.322632,41.670208,84.090401,-134.854309,207.027298,160.376648,-135.046677,207.911560,163.925262,308.859741,205.912521,-133.427902,162.031876,284.860931,82.798073,138.109680,277.227448,92.934799,114.676285,277.598785,87.087486,51.144814,207.314331,49.112583,8.334053,205.732269,-119.092850,-79.188873,269.942871,44.632614,-95.760971,276.222351,82.625412,-105.792175,206.805130,-332.320465,-109.497925,276.586304,71.053505,-127.770660,275.886047,93.540573,-288.821991,206.341644,373.457947,-292.980286,205.597183,-3.758618,40.396042,205.158569,-122.217628,-166.985672,206.543686,224.367279,13.010597,205.446442,-255.715805,-149.130676,205.673035,49.623192,131.403381,206.753616,53.917702,-292.320618,205.100601,166.749496,89.287376,207.644409,16.373205,100.834969,208.156891,192.223160,311.446960,206.731705,17.236328,-96.903542,207.300278,111.918953,102.571579,204.812576,-320.306976,-13.806775,207.940491,292.541748,203.943420,206.316467,-137.301361,79.084641,206.582306,-47.950474,42.229534,207.569382,282.557617,-38.618690,207.529587,-62.792706,85.708717,208.610352,240.156174,,,,-76.009422,205.591034,58.524311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,1.800000,-0.037404,-0.134778,-0.007209,-0.990143,155.022934,42.287487,77.972176,0.074986,145.459747,42.356262,76.235542,0.855365,161.236710,42.177849,81.246918,0.915074,160.063522,42.790665,70.493126,0.760941,153.331726,41.825172,83.913124,0.718757,145.455109,42.378323,76.206879,161.209518,42.195702,81.194847,160.116653,42.844028,70.421181,153.296127,41.881104,84.024391,-134.851196,207.030792,160.379211,-135.048172,207.910461,163.923172,308.859131,205.914215,-133.426971,162.019806,284.862366,82.798935,138.108276,277.226898,92.920731,114.679039,277.596436,87.084839,51.145714,207.312958,49.114975,8.427767,205.540802,-119.203804,-79.177597,269.942413,44.626331,-95.761047,276.222473,82.635796,-105.791985,206.801605,-332.325378,-109.498405,276.585999,71.051025,-127.764824,275.886841,93.541267,-288.818542,206.339844,373.456116,-292.993347,205.594513,-3.756562,40.394367,205.159042,-122.217735,-166.986710,206.545609,224.367981,13.010656,205.447342,-255.716751,-149.131012,205.671783,49.627060,131.408005,206.752304,53.925121,-292.320557,205.102570,166.750793,89.287865,207.642105,16.369101,100.838043,208.158081,192.225769,311.466034,206.729477,17.229080,-96.906189,207.300110,111.919113,102.572144,204.811310,-320.308624,-13.809381,207.943588,292.541168,203.942657,206.317093,-137.302017,79.082558,206.582733,-47.949574,42.233757,207.569366,282.559601,-38.618977,207.530716,-62.794018,85.706421,208.611420,240.153366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,1.808333,-0.037969,-0.135027,-0.006764,-0.990091,155.006760,42.494652,77.905235,0.086065,145.442703,42.574860,76.173935,0.824656,161.222214,42.375439,81.176453,0.897293,160.043747,43.000191,70.423927,0.706216,153.318344,42.028118,83.846649,0.711188,145.441132,42.607056,76.163010,161.184113,42.400593,81.122391,160.119186,43.053413,70.337418,153.281754,42.074692,83.961830,-134.852570,207.031799,160.377365,-135.031769,207.910583,163.956268,308.853455,205.903488,-133.426910,162.020279,284.859406,82.799438,138.107788,277.228790,92.921783,114.675560,277.597168,87.098717,51.143635,207.313950,49.113548,8.402364,205.697083,-119.209274,-79.184601,269.940796,44.628681,-95.758698,276.223663,82.631660,-105.792770,206.805450,-332.317139,-109.496979,276.585266,71.050262,-127.766129,275.886993,93.542839,-288.821899,206.342102,373.457245,-292.984222,205.594330,-3.758142,40.394379,205.159073,-122.218216,-166.986267,206.544495,224.367691,13.012218,205.446075,-255.715698,-149.130112,205.671005,49.621178,131.406128,206.753067,53.925388,-292.878082,204.892426,167.169327,89.289299,207.645966,16.371059,100.836693,208.157043,192.225525,311.445038,206.729431,17.237568,-96.833214,207.265900,112.012672,102.573441,204.812119,-320.304810,-13.805848,207.941574,292.540100,203.791138,206.214828,-136.926224,79.083740,206.583160,-47.949806,42.232441,207.570404,282.558075,-38.613041,207.528809,-62.772942,85.707962,208.611374,240.156799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,1.816667,-0.037531,-0.134622,-0.007017,-0.990161,154.984741,42.687458,77.833260,0.072682,145.422104,42.760662,76.093796,0.846340,161.197495,42.574512,81.109825,0.928768,160.027771,43.189983,70.355812,0.774496,153.291565,42.224674,83.773613,0.723577,145.415039,42.782021,76.063034,161.166229,42.595814,81.056419,160.080948,43.238670,70.290207,153.263428,42.277069,83.887367,-134.849808,207.030151,160.380081,-135.048248,207.909729,163.920410,308.858612,205.907532,-133.426605,162.020462,284.863007,82.793930,138.103821,277.230652,92.908623,114.672638,277.598083,87.070274,51.142628,207.311417,49.112938,8.400043,205.696869,-119.204140,-79.181198,269.943237,44.628716,-95.762413,276.220642,82.633759,-105.791351,206.802750,-332.328094,-109.499649,276.584412,71.045776,-127.773010,275.884918,93.538628,-288.815887,206.339615,373.454102,-292.986481,205.595612,-3.758678,40.391232,205.141922,-122.216164,-166.986465,206.543808,224.368546,13.011969,205.446930,-255.716080,-149.133514,205.670959,49.621460,131.407516,206.752518,53.926342,-292.871643,204.891968,167.165619,89.287445,207.643219,16.370491,100.838974,208.157272,192.229782,311.458771,206.732697,17.231369,-96.906372,207.301376,111.915611,102.572723,204.810333,-320.312500,-13.804567,207.942673,292.540649,203.789703,206.213303,-136.927734,79.082558,206.582169,-47.950382,42.232616,207.570236,282.559021,-38.612167,207.530975,-62.776112,85.710381,208.610565,240.162231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,1.825000,-0.037797,-0.134797,-0.006513,-0.990131,154.965073,42.885513,77.774689,0.077746,145.401825,42.969498,76.039040,0.840399,161.179001,42.764725,81.048752,0.910044,160.005661,43.385639,70.295441,0.754772,153.273758,42.422195,83.715530,0.717327,145.402283,43.002037,76.021423,161.143845,42.790035,80.993637,160.064346,43.434105,70.224030,153.240555,42.466259,83.835571,-134.851929,207.027695,160.378738,-135.047058,207.911102,163.922409,308.854736,205.913208,-133.426773,162.014862,284.860931,82.798813,138.100922,277.234589,92.900894,114.675522,277.599945,87.063240,51.144184,207.313080,49.113552,8.405602,205.697006,-119.215645,-79.181496,269.942993,44.633720,-95.760284,276.222473,82.635269,-105.792404,206.803650,-332.322723,-109.500504,276.585114,71.047882,-127.768898,275.886261,93.541405,-288.819977,206.340790,373.457306,-292.981049,205.594589,-3.759640,40.393059,205.159073,-122.218201,-166.985901,206.545380,224.365158,13.011444,205.446335,-255.717545,-149.131363,205.670517,49.625458,131.404251,206.753586,53.923573,-292.866577,204.892776,167.158157,89.287033,207.645828,16.368126,100.838593,208.157730,192.227524,311.447144,206.730240,17.231750,-96.904961,207.301254,111.919693,102.573189,204.811646,-320.308655,-13.806841,207.939987,292.540802,203.942490,206.317276,-137.301971,79.082336,206.582062,-47.949894,42.233189,207.566833,282.559692,-38.617725,207.530502,-62.791634,85.708717,208.611710,240.162018,,,,-76.007736,205.590744,58.525677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,1.833333,-0.037788,-0.134665,-0.006478,-0.990149,154.953400,43.078285,77.701736,0.079011,145.390625,43.162956,75.963577,0.838779,161.166458,42.957108,80.977432,0.907816,159.996002,43.577812,70.223793,0.732773,153.260498,42.615261,83.642151,0.730527,145.389145,43.187843,75.945671,161.132126,42.979828,80.924896,160.065506,43.628181,70.142845,153.226929,42.663204,83.746681,-134.850937,207.029846,160.378891,-135.047775,207.911438,163.921646,308.854065,205.908203,-133.426651,162.027786,284.862457,82.797874,138.100296,277.233826,92.879913,114.675880,277.599670,87.058090,51.144737,207.313156,49.113422,8.397683,205.553345,-119.156517,-79.186501,269.943848,44.629883,-95.762947,276.223419,82.629074,-105.792641,206.803543,-332.316071,-109.497643,276.585022,71.043587,-127.766968,275.885254,93.543030,-289.220703,206.401016,373.574219,-293.008026,205.595657,-3.755054,40.395451,205.157974,-122.220123,-166.987030,206.544754,224.367935,13.010395,205.446579,-255.716110,-149.130432,205.673889,49.623409,131.403961,206.751968,53.919144,-292.874237,204.891724,167.169235,89.287468,207.641525,16.370733,100.836494,208.157806,192.224167,311.443329,206.727432,17.239380,-96.906029,207.301361,111.919312,102.574028,204.812149,-320.308136,-13.809958,207.942993,292.538452,203.788208,206.212524,-136.926544,79.082230,206.583328,-47.950779,42.235569,207.568542,282.559418,-38.617481,207.529068,-62.792824,85.711273,208.610962,240.166565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,1.841667,-0.037409,-0.133714,-0.007417,-0.990286,154.925797,43.256390,77.624146,0.080044,145.366364,43.322136,75.866844,0.838350,161.132523,43.148571,80.912308,0.932041,159.982376,43.761745,70.156036,0.758272,153.221909,42.793106,83.561394,0.670892,145.345413,43.339207,75.817497,161.113983,43.167713,80.865913,160.024963,43.810677,70.089218,153.197708,42.845268,83.694435,-134.853943,207.030731,160.376221,-135.048721,207.911057,163.916489,308.858215,205.904968,-133.427032,162.010529,284.858521,82.796066,138.104706,277.232605,92.905853,114.678368,277.598846,87.080193,51.142872,207.312515,49.112576,8.402583,205.698318,-119.208107,-79.188118,269.944153,44.629333,-95.762566,276.224792,82.632935,-105.791580,206.802887,-332.327362,-109.504227,276.583862,71.040634,-127.766953,275.885101,93.544594,-288.815491,206.342178,373.454376,-293.008270,205.597824,-3.753674,40.392113,205.158264,-122.219643,-166.985886,206.544708,224.367279,13.009941,205.446030,-255.716110,-149.129562,205.670959,49.624111,131.404144,206.752014,53.921879,-292.870300,204.895813,167.164352,89.288261,207.644836,16.368710,100.836601,208.158539,192.224152,311.419861,206.730484,17.245293,-96.904549,207.300568,111.921860,102.572723,204.811386,-320.311188,-13.809288,207.940979,292.538483,203.944855,206.316544,-137.301331,79.081940,206.582291,-47.950539,42.233391,207.569977,282.559601,-38.611717,207.530640,-62.775948,85.709755,208.610123,240.161163,,,,-76.009117,205.590134,58.525700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,1.850000,-0.037352,-0.134487,-0.006228,-0.990192,154.911163,43.447205,77.576233,0.071352,145.349030,43.533985,75.834641,0.862668,161.123032,43.326656,80.854225,0.908704,159.956589,43.937798,70.099602,0.770725,153.215988,42.990379,83.516479,0.744382,145.352768,43.567486,75.825142,161.095230,43.347267,80.805267,160.007339,43.983421,70.030228,153.184311,43.039261,83.625206,-134.853058,207.029373,160.377029,-135.033722,207.910065,163.951691,308.853333,205.903625,-133.425827,162.027298,284.860992,82.796272,138.106033,277.233856,92.903427,114.675499,277.602142,87.057373,51.141293,207.313995,49.110615,8.394127,205.553345,-119.143234,-79.183434,269.940308,44.625809,-95.761269,276.222687,82.633629,-105.791901,206.803268,-332.325439,-109.500504,276.583374,71.041870,-127.764168,275.884399,93.540367,-288.824280,206.342010,373.459290,-293.011536,205.595016,-3.754464,40.394573,205.160599,-122.218643,-166.986908,206.544876,224.368576,13.009977,205.445770,-255.716125,-149.130539,205.673035,49.623566,131.401581,206.755783,53.917034,-292.326202,205.100006,166.753311,89.288757,207.643250,16.371309,100.837029,208.157532,192.226410,311.456482,206.729767,17.234516,-96.833954,207.237030,112.130669,102.572975,204.813080,-320.310822,-13.807903,207.944489,292.540894,203.942841,206.316345,-137.301620,79.082062,206.582520,-47.949810,42.232883,207.569809,282.558502,-38.615543,207.532028,-62.784027,85.708862,208.611588,240.156509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,1.858333,-0.037421,-0.133916,-0.007108,-0.990260,154.894653,43.623932,77.499802,0.088556,145.334503,43.695313,75.746620,0.817412,161.102722,43.512577,80.785294,0.923231,159.948318,44.125809,70.029488,0.712552,153.193039,43.162022,83.437813,0.661249,145.309143,43.710896,75.704231,161.084000,43.531967,80.737625,160.011154,44.178211,69.951210,153.166916,43.211891,83.566727,-134.853668,207.029541,160.377121,-135.047531,207.911591,163.921738,308.856384,205.912430,-133.427765,162.023758,284.862701,82.800949,138.106384,277.231018,92.912628,114.678909,277.601746,87.069611,51.141254,207.313721,49.111099,8.431027,205.540588,-119.213692,-79.186295,269.940002,44.626438,-95.763283,276.222778,82.632500,-105.791649,206.804398,-332.326630,-109.495735,276.586212,71.049789,-127.764603,275.884216,93.541534,-288.822540,206.342270,373.456512,-292.983643,205.596115,-3.756022,40.288864,205.144852,-122.269676,-166.985504,206.544449,224.366898,13.011539,205.446045,-255.718155,-149.131165,205.671951,49.622536,131.400879,206.754440,53.918312,-292.326416,205.103271,166.751328,89.286522,207.645157,16.369467,100.836288,208.156082,192.223297,311.453613,206.731720,17.232990,-96.833954,207.266907,112.015221,102.572586,204.812073,-320.312561,-13.809964,207.941742,292.541473,203.944366,206.317169,-137.302048,79.083244,206.582016,-47.949703,42.234623,207.568222,282.558868,-38.617058,207.530090,-62.783836,85.709526,208.611710,240.160156,,,,-76.009361,205.590515,58.524109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,1.866667,-0.037365,-0.133630,-0.006861,-0.990303,154.876862,43.798695,77.435211,0.084758,145.317749,43.874496,75.676659,0.827193,161.083038,43.684849,80.724205,0.928435,159.934967,44.296749,69.967651,0.722930,153.171707,43.338676,83.372345,0.673864,145.297653,43.896736,75.643250,161.060959,43.699089,80.678131,159.993347,44.345440,69.892586,153.148575,43.393745,83.504585,-134.857101,207.030792,160.374023,-135.048126,207.910202,163.922302,308.858215,205.905579,-133.427292,162.020905,284.861603,82.794258,138.103958,277.232971,92.909859,114.677338,277.598480,87.066483,51.144047,207.313675,49.114590,8.428089,205.539825,-119.202805,-79.175804,269.940887,44.625008,-95.759819,276.219666,82.634415,-105.791367,206.802231,-332.326569,-109.504509,276.584351,71.038437,-127.766083,275.885681,93.541817,-288.817200,206.342010,373.458160,-292.997742,205.597305,-3.757259,40.396179,205.160065,-122.217133,-166.987366,206.545395,224.369995,13.010859,205.445557,-255.716568,-149.130066,205.674362,49.623085,131.402939,206.754517,53.921879,-292.867188,204.892395,167.160629,89.287315,207.645416,16.371641,100.837753,208.156418,192.228241,311.442932,206.733582,17.242241,-96.836174,207.266190,112.011887,102.574852,204.813171,-320.307983,-13.804907,207.940201,292.540527,203.785919,206.213730,-136.926712,79.082397,206.582565,-47.950119,42.236229,207.569214,282.559631,-38.615234,207.530457,-62.785221,85.707985,208.610153,240.156265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,1.875000,-0.037335,-0.134639,-0.005798,-0.990174,154.863556,43.980091,77.390572,0.070235,145.300919,44.074600,75.652176,0.861223,161.076416,43.854843,80.666489,0.915116,159.906860,44.465343,69.912170,0.772970,153.169998,43.525574,83.331451,0.748340,145.300705,44.104393,75.644234,161.049133,43.875332,80.616066,159.960083,44.510071,69.845367,153.138458,43.572330,83.436951,-134.849884,207.029556,160.380173,-135.047028,207.910828,163.924316,308.855927,205.911728,-133.425156,162.022263,284.862091,82.796501,138.107880,277.231720,92.917923,114.677811,277.602997,87.063622,51.145172,207.314987,49.114273,8.334517,205.734467,-119.097946,-79.184433,269.942078,44.629848,-95.758682,276.222809,82.636414,-105.791901,206.804367,-332.318817,-109.498886,276.585236,71.048645,-127.769875,275.884827,93.543228,-289.213837,206.396240,373.573212,-292.982147,205.599304,-3.756338,40.394192,205.158356,-122.219810,-166.985977,206.545349,224.367004,13.010681,205.446793,-255.716461,-149.130219,205.672119,49.619961,131.369095,206.757324,53.890079,-292.874542,204.895370,167.165298,89.287308,207.644180,16.370535,100.837410,208.156937,192.226685,311.439697,206.730835,17.239761,-96.905205,207.301147,111.918594,102.573647,204.811981,-320.309021,-13.807813,207.940338,292.540192,203.943771,206.317062,-137.301453,79.081955,206.582291,-47.949291,42.231213,207.568710,282.557831,-38.619186,207.532028,-62.800121,85.708916,208.611847,240.160370,,,,-76.008209,205.590485,58.525379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,1.883333,-0.037065,-0.133890,-0.006456,-0.990282,154.847366,44.145824,77.318512,0.085847,145.287338,44.227108,75.565132,0.816064,161.055252,44.029938,80.604187,0.935216,159.901733,44.635071,69.847832,0.716319,153.145126,43.691189,83.256897,0.673932,145.262085,44.240726,75.520531,161.031448,44.045883,80.561005,159.962906,44.684975,69.769402,153.128433,43.743050,83.384377,-134.850983,207.031891,160.379028,-135.049866,207.911682,163.918213,308.856323,205.915527,-133.426422,162.021317,284.861023,82.797096,138.098419,277.230316,92.906998,114.677521,277.597809,87.077591,51.143860,207.315659,49.114281,8.430818,205.539566,-119.221794,-79.187965,269.940979,44.632793,-95.763023,276.223602,82.631172,-105.792641,206.805389,-332.318054,-109.495926,276.585266,71.051216,-127.767143,275.884979,93.542953,-288.820709,206.340912,373.457855,-293.006836,205.595047,-3.752971,40.389423,205.139679,-122.215149,-166.986816,206.544678,224.367813,13.010573,205.446381,-255.714325,-149.130142,205.671280,49.628513,131.401230,206.753159,53.925186,-292.327728,205.101563,166.752350,89.286530,207.643860,16.371426,100.837257,208.157990,192.227127,311.456116,206.730576,17.230606,-96.906540,207.300812,111.919785,102.571991,204.812317,-320.312134,-13.808513,207.940491,292.544342,203.926300,206.358932,-137.309509,79.081306,206.583099,-47.950203,42.231510,207.568069,282.557831,-38.617851,207.530334,-62.791847,85.705986,208.610031,240.152557,,,,-76.010170,205.590103,58.525173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,1.891667,-0.037227,-0.134535,-0.005394,-0.990195,154.837555,44.322945,77.272186,0.082523,145.275314,44.424347,75.532021,0.835945,161.049728,44.193909,80.549278,0.902344,159.882614,44.801868,69.794556,0.719154,153.142578,43.871655,83.212906,0.717327,145.272827,44.454029,75.524940,161.018585,44.210716,80.501350,159.949753,44.849304,69.713783,153.110794,43.920895,83.329857,-134.848785,207.030411,160.381134,-135.031052,207.911545,163.955307,308.860901,205.903870,-133.428085,162.010162,284.859863,82.797180,138.104370,277.229248,92.933846,114.680336,277.596771,87.090752,51.144535,207.313492,49.113079,8.397141,205.552933,-119.160042,-79.177788,269.939850,44.623650,-95.759087,276.221405,82.635521,-105.791641,206.805710,-332.322662,-109.502983,276.584564,71.046448,-127.769127,275.886810,93.543121,-288.825409,206.338623,373.459351,-292.966919,205.596512,-3.759933,40.390881,205.142044,-122.216240,-166.986481,206.545349,224.366302,13.010752,205.446365,-255.716843,-149.130768,205.674057,49.626125,131.400543,206.754181,53.919952,-292.873138,204.893921,167.165283,89.287216,207.646057,16.368975,100.836731,208.157516,192.225372,311.477661,206.729889,17.231083,-96.833786,207.237549,112.131035,102.572159,204.811005,-320.312683,-13.806862,207.943970,292.539215,203.944183,206.316376,-137.300735,79.082207,206.582672,-47.950417,42.233822,207.570175,282.558319,-38.616966,207.529877,-62.794231,85.709396,208.611084,240.161209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,1.900000,-0.036907,-0.134564,-0.004958,-0.990205,154.820114,44.486477,77.217445,0.073281,145.257797,44.593983,75.478012,0.847980,161.032455,44.355095,80.494110,0.922669,159.864883,44.955864,69.739029,0.778508,153.125290,44.040974,83.158646,0.718038,145.255829,44.617359,75.449646,161.000946,44.375916,80.441048,159.914474,44.996147,69.674423,153.097229,44.081947,83.279373,-134.853058,207.028885,160.377258,-135.049271,207.911041,163.917633,308.860931,205.904434,-133.429199,162.036606,284.863495,82.799446,138.104401,277.228333,92.926361,114.674797,277.598297,87.065720,51.144993,207.314346,49.111073,8.394348,205.553741,-119.146072,-79.182831,269.942627,44.626747,-95.760155,276.223511,82.627937,-105.792114,206.802658,-332.317169,-109.498688,276.586029,71.049690,-127.765800,275.883728,93.542755,-288.823975,206.337357,373.456909,-293.016296,205.596085,-3.752559,40.395885,205.161911,-122.219810,-166.986008,206.544464,224.367065,13.010550,205.446625,-255.716461,-149.131760,205.673096,49.623890,131.402557,206.752747,53.924294,-292.880615,204.889343,167.168381,89.288521,207.644684,16.368490,100.837967,208.156937,192.226700,311.440277,206.729553,17.241669,-96.905373,207.300812,111.918137,102.572380,204.812744,-320.309998,-13.807043,207.941559,292.539124,203.788544,206.213135,-136.927628,79.081688,206.581879,-47.949738,42.231251,207.569504,282.558441,-38.617031,207.531158,-62.796520,85.708252,208.609818,240.159531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,1.908333,-0.036562,-0.134471,-0.005377,-0.990228,154.805878,44.643353,77.155952,0.070367,145.243866,44.741104,75.414291,0.854834,161.017593,44.519531,80.434097,0.930834,159.851913,45.113071,69.678406,0.784782,153.110107,44.199696,83.097031,0.725880,145.238632,44.757175,75.383530,160.992188,44.534607,80.383720,159.898651,45.158524,69.615021,153.087067,44.248978,83.212021,-134.855606,207.030563,160.375031,-135.031433,207.911438,163.953583,308.859772,205.903000,-133.430145,162.016937,284.859375,82.796906,138.104248,277.227112,92.951439,114.672264,277.601044,87.059044,51.142155,207.314850,49.112648,8.328938,205.733139,-119.088028,-79.186317,269.944092,44.631374,-95.761528,276.225159,82.626991,-105.792328,206.805008,-332.317688,-109.495071,276.586334,71.053024,-127.766327,275.886658,93.543785,-288.820160,206.339218,373.456543,-292.996490,205.597260,-3.754717,40.395451,205.139893,-122.213936,-166.985748,206.545761,224.367340,13.010990,205.445953,-255.717346,-149.131561,205.673050,49.623627,131.400162,206.751801,53.918076,-292.875427,204.891510,167.167999,89.287819,207.644623,16.371277,100.838264,208.157043,192.228043,311.458191,206.731369,17.233467,-96.904358,207.300323,111.919930,102.572655,204.812958,-320.308075,-13.807318,207.940170,292.541443,203.786469,206.213593,-136.922867,79.082176,206.582184,-47.950840,42.233250,207.569702,282.558167,-38.621826,207.530334,-62.805725,85.710655,208.610886,240.161423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,1.916667,-0.036767,-0.134757,-0.004979,-0.990184,154.794907,44.811886,77.103752,0.083237,145.231918,44.918037,75.367950,0.836739,161.008530,44.681969,80.378067,0.904989,159.836777,45.279701,69.623276,0.724588,153.102402,44.367844,83.045723,0.701312,145.227509,44.946674,75.352432,160.979843,44.704174,80.327263,159.903137,45.324455,69.545433,153.067062,44.408417,83.166733,-134.850494,207.029465,160.379364,-135.034103,207.911392,163.951584,308.858154,205.912567,-133.427826,162.033875,284.862244,82.796928,138.099258,277.231018,92.936089,114.676308,277.595032,87.082123,51.144325,207.313843,49.113914,8.397372,205.553345,-119.160988,-79.179558,269.940125,44.623745,-95.761856,276.222168,82.631012,-105.792168,206.803940,-332.321289,-109.502411,276.585236,71.041107,-127.769592,275.883545,93.536217,-288.819550,206.339233,373.456238,-293.007538,205.594772,-3.755674,40.394703,205.159348,-122.217964,-166.986649,206.544495,224.368195,13.009178,205.446503,-255.715363,-149.130859,205.673691,49.619682,131.400558,206.753830,53.917648,-292.322052,205.101059,166.751144,89.287376,207.644440,16.370007,100.835754,208.156830,192.227386,311.452881,206.731461,17.239952,-96.835350,207.264847,112.010002,102.572289,204.813080,-320.307770,-13.803452,207.944489,292.541962,203.942413,206.316895,-137.302444,79.081261,206.582047,-47.950787,42.230732,207.569366,282.557587,-38.618832,207.531311,-62.800072,85.707336,208.610184,240.157501,,,,-76.007545,205.590744,58.525635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
