Format Version,1.22,Take Name,crazyflie_hlc19,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,08 Dec 1969 16:13:25 -0500,Total Frames in Take,1191,Total Exported Frames,1191,Rotation Type,Quaternion,Length Units,Centimeters,Coordinate Space,Global

,,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
713,5.941667,-0.042504,-0.068551,0.006479,-0.996721,14.941767,53.857780,-11.602765,0.083383,5.697923,54.258823,-14.580276,0.851467,20.663380,53.522312,-7.541039,0.829896,20.936827,54.224499,-18.349743,0.767179,12.468925,53.425480,-5.939996,0.717630,5.738634,54.265171,-14.530316,20.798367,53.534462,-7.530368,21.053909,54.229141,-18.351025,12.438163,53.419693,-5.829641,-134.854965,207.030899,160.375458,-135.030441,207.911270,163.957886,308.852478,205.902786,-133.428970,162.015610,284.858337,82.794449,138.096741,277.222229,92.872574,114.665237,277.590027,87.030502,51.141716,207.312637,49.114944,8.331215,205.732819,-119.093231,-79.182198,269.943298,44.623409,-95.762772,276.222656,82.628563,-105.791473,206.803970,-332.324280,-109.507080,276.583160,71.036911,-127.768944,275.882813,93.537605,-289.218323,206.405945,373.572540,-292.999207,205.595825,-3.755680,40.394478,205.140640,-122.215210,-166.987564,206.545013,224.367691,13.012195,205.445282,-255.718018,-149.130081,205.673981,49.627869,131.367798,206.757217,53.892593,-292.869629,204.898743,167.165787,89.290077,207.646042,16.374823,100.836922,208.158401,192.226501,311.449249,206.729248,17.234516,-96.906837,207.299286,111.918594,102.570938,204.810806,-320.310577,-13.810256,207.943268,292.541016,203.786987,206.212433,-136.927841,79.081009,206.583069,-47.951965,42.230507,207.568649,282.557617,-38.622421,207.531784,-62.807964,85.709290,208.613663,240.158203,,,,,,,,,,,,,,,,,,,,,,-114.916817,274.360046,113.228104,,,,,,,,,,,,,,,,,,,,,,,,,,,
714,5.950000,-0.042411,-0.067900,0.006271,-0.996771,14.777656,53.848965,-11.705786,0.087681,5.537601,54.246052,-14.695565,0.855583,20.494028,53.516315,-7.636452,0.818025,20.781483,54.216789,-18.444906,0.745001,12.297503,53.416695,-6.046213,0.704586,5.578824,54.252506,-14.667686,20.592983,53.509968,-7.608566,20.894361,54.222160,-18.447731,12.293526,53.418953,-5.922119,-134.850220,207.028748,160.380646,-135.047958,207.910797,163.920502,308.861847,205.903107,-133.426743,162.008148,284.859161,82.795479,138.093460,277.223297,92.863800,114.664780,277.587799,87.017014,51.145142,207.313843,49.112625,8.425091,205.539841,-119.196259,-79.183388,269.942291,44.625355,-95.759872,276.219482,82.626602,-105.792046,206.802658,-332.319580,-109.510231,276.583008,71.036911,-127.762688,275.882782,93.539780,-289.214233,206.402771,373.569763,-292.961304,205.596497,-3.760972,40.398933,205.160278,-122.219063,-166.987534,206.544968,224.366714,13.011575,205.446320,-255.717804,-149.130051,205.675476,49.628967,131.400269,206.752426,53.917469,-292.882843,204.898453,167.175247,89.289818,207.647568,16.373747,100.836006,208.156845,192.226730,311.458771,206.732483,17.232418,-96.905807,207.300613,111.918022,102.571785,204.812317,-320.309509,-13.812939,207.940079,292.540527,203.787704,206.213760,-136.928085,79.080292,206.583099,-47.949871,42.229668,207.569290,282.557343,-38.617313,207.530289,-62.786674,85.710075,208.610611,240.158508,,,,,,,,,,,,,,,,,,,,,,-114.916840,274.359497,113.227798,,,,,,,,,,,,,,,,,,,,,,,,,,,
715,5.958333,-0.041885,-0.068410,0.005327,-0.996763,14.623579,53.844620,-11.813704,0.091303,5.379935,54.220528,-14.795113,0.842291,20.344439,53.527103,-7.749473,0.800222,20.620300,54.218269,-18.558826,0.765160,12.149632,53.412575,-6.151400,0.679302,5.423248,54.236229,-14.770642,20.435341,53.520775,-7.710525,20.733810,54.219963,-18.564863,12.133758,53.407349,-6.022503,-134.850861,207.030609,160.378220,-135.047272,207.911011,163.924881,308.859924,205.909592,-133.425903,162.021606,284.862915,82.798134,138.094742,277.223358,92.878868,114.666489,277.589142,87.036850,51.145767,207.313965,49.114769,8.403903,205.699188,-119.211731,-79.186775,269.944305,44.629539,-95.763527,276.220062,82.627525,-105.791534,206.801514,-332.323914,-109.498215,276.582703,71.050072,-127.768646,275.883484,93.541481,-288.814697,206.348770,373.454254,-292.991974,205.596710,-3.754947,40.389595,205.139618,-122.217392,-166.986496,206.544403,224.367386,13.010538,205.445831,-255.716965,-149.130692,205.673553,49.624218,131.400650,206.753464,53.919106,-292.875305,204.900360,167.168594,89.290283,207.645279,16.372402,100.837959,208.158157,192.229568,311.465820,206.731628,17.230129,-96.904564,207.300827,111.919930,102.571892,204.812164,-320.308594,-13.808831,207.942169,292.540314,203.926544,206.360291,-137.309998,79.082397,206.582642,-47.951904,42.230335,207.570557,282.557953,-38.619568,207.532318,-62.801861,85.709106,208.612015,240.155930,,,,-76.006821,205.588791,58.524693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
716,5.966667,-0.041156,-0.069070,0.004113,-0.996754,14.472803,53.838451,-11.919022,0.090293,5.224589,54.186737,-14.889592,0.833468,20.199417,53.540874,-7.861392,0.799388,20.460304,54.218899,-18.671949,0.767978,12.006891,53.407288,-6.253146,0.696236,5.259017,54.201962,-14.860169,20.314697,53.542702,-7.851053,20.580145,54.221432,-18.669447,11.975355,53.401070,-6.130912,-134.852951,207.028610,160.376648,-135.047455,207.911255,163.922409,308.853973,205.903381,-133.426315,162.014252,284.856812,82.793289,138.093155,277.221710,92.866806,114.662971,277.588776,87.008881,51.145435,207.313232,49.113346,8.396566,205.555206,-119.153000,-79.192863,269.942902,44.630859,-95.762329,276.216003,82.627831,-105.792427,206.806061,-332.314972,-109.505272,276.582245,71.037003,-127.765968,275.882477,93.537811,-289.221466,206.403610,373.572144,-292.964508,205.597168,-3.760347,40.396671,205.159454,-122.219589,-166.987030,206.544464,224.367645,13.011705,205.446671,-255.718063,-149.129272,205.674149,49.623993,131.398438,206.752258,53.910637,-292.881958,204.898422,167.175049,89.289627,207.646591,16.371323,100.836853,208.156876,192.225067,311.441040,206.729462,17.237949,-96.906342,207.301636,111.917305,102.571693,204.810745,-320.307831,-13.811181,207.942413,292.539490,203.786758,206.213242,-136.928680,79.082146,206.582947,-47.951473,42.232662,207.569672,282.558624,-38.621967,207.529953,-62.806034,85.711601,208.611206,240.164780,,,,,,,,,,,,,,,,,,,,,,-114.913353,274.360077,113.225105,,,,,,,,,,,,,,,,,,,,,,,,,,,
717,5.975000,-0.040953,-0.068694,0.003514,-0.996791,14.315092,53.828369,-12.016511,0.076007,5.068859,54.164665,-14.994616,0.866878,20.038799,53.538948,-7.954189,0.840709,20.307556,54.213726,-18.764759,0.775217,11.845147,53.396137,-6.352472,0.757127,5.096008,54.168362,-14.951779,20.162313,53.546501,-7.946588,20.426840,54.218369,-18.763166,11.824353,53.397560,-6.236579,-134.855789,207.029907,160.374451,-135.047699,207.910889,163.925751,308.863617,205.905563,-133.425308,162.016403,284.860657,82.793221,138.092499,277.222931,92.879341,114.663078,277.589661,87.028122,51.142590,207.313873,49.113049,8.332682,205.734680,-119.094208,-79.187584,269.942749,44.631481,-95.763092,276.222809,82.624504,-105.791763,206.805756,-332.319397,-109.510231,276.581818,71.029472,-127.769508,275.884949,93.537445,-289.209473,206.405045,373.567810,-292.980133,205.595810,-3.757289,40.393536,205.158203,-122.219597,-166.986969,206.546234,224.367386,13.011432,205.445679,-255.716797,-149.130402,205.674271,49.628574,131.399078,206.753571,53.916447,-292.869141,204.901306,167.161819,89.288956,207.646561,16.370741,100.839302,208.158539,192.228714,311.438934,206.732224,17.240715,-96.906326,207.300949,111.918999,102.571198,204.811142,-320.311249,-13.808558,207.943420,292.539581,203.786392,206.212662,-136.925217,79.082153,206.582336,-47.949768,42.229939,207.568909,282.557739,-38.620960,207.530212,-62.806225,85.710159,208.610672,240.155869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
718,5.983333,-0.041076,-0.068108,0.003307,-0.996827,14.160037,53.819244,-12.115266,0.085034,4.917236,54.153126,-15.104279,0.852556,19.879005,53.530727,-8.046214,0.822351,20.160389,54.208481,-18.856274,0.741119,11.683506,53.384644,-6.454286,0.733636,4.953341,54.157387,-15.073509,19.968555,53.524006,-8.016545,20.268145,54.216206,-18.863049,11.680213,53.389706,-6.351075,-134.850906,207.031937,160.378891,-135.046814,207.911606,163.924500,308.854187,205.905884,-133.430374,162.024033,284.859650,82.797287,138.090225,277.223358,92.861465,114.662971,277.589844,87.015915,51.145126,207.313400,49.115593,8.328522,205.734848,-119.088127,-79.185738,269.941772,44.621826,-95.761696,276.220764,82.623703,-105.791946,206.802505,-332.322052,-109.507462,276.583466,71.036911,-127.765862,275.883331,93.541252,-289.204041,206.403976,373.563110,-293.012909,205.598404,-3.752920,40.396713,205.159378,-122.218872,-166.986572,206.544586,224.366669,13.010406,205.446106,-255.716415,-149.130722,205.674561,49.628441,131.400391,206.752182,53.912502,-292.876282,204.900497,167.169113,89.289833,207.645111,16.371206,100.837814,208.157013,192.225342,311.417572,206.732132,17.248344,-96.906662,207.301163,111.918999,102.571426,204.812027,-320.312195,-13.812992,207.943863,292.539825,203.791336,206.212692,-136.929214,79.081024,206.582062,-47.950859,42.232773,207.569260,282.558960,-38.618732,207.531662,-62.796284,85.709717,208.612106,240.158203,,,,,,,,,,,,,,,,,,,,,,-114.916656,274.358643,113.228439,,,,,,,,,,,,,,,,,,,,,,,,,,,
719,5.991667,-0.040791,-0.068261,0.002745,-0.996830,14.016300,53.812981,-12.212873,0.080456,4.772339,54.134567,-15.199643,0.871170,19.736662,53.533161,-8.145168,0.835041,20.014442,54.205940,-18.955633,0.775017,11.541750,53.378254,-6.551036,0.714213,4.804327,54.138882,-15.167776,19.825388,53.524422,-8.112522,20.126308,54.214539,-18.970955,11.531876,53.386272,-6.440728,-134.855743,207.031250,160.373779,-135.047226,207.911942,163.923172,308.854156,205.906342,-133.425949,162.020905,284.858795,82.796112,138.095535,277.220886,92.877724,114.666321,277.590332,87.044434,51.143829,207.314880,49.112469,8.397505,205.555252,-119.154373,-79.187180,269.942993,44.630577,-95.761765,276.223633,82.628456,-105.791763,206.803421,-332.322968,-109.498596,276.584045,71.049210,-127.769485,275.884857,93.537018,-288.820709,206.347839,373.453613,-292.973236,205.595444,-3.755429,40.395638,205.158997,-122.220436,-166.987381,206.545135,224.365707,13.011826,205.445786,-255.716156,-149.131302,205.675201,49.626427,131.399582,206.752487,53.914303,-292.884735,204.901535,167.179291,89.287796,207.645065,16.372383,100.837776,208.158691,192.227005,311.423492,206.730774,17.244911,-96.904434,207.302124,111.918999,102.571152,204.811783,-320.310486,-13.811604,207.940750,292.540253,203.792053,206.213196,-136.927979,79.081917,206.583542,-47.950390,42.233856,207.570511,282.558380,-38.620304,207.531189,-62.798264,85.710396,208.611893,240.160416,,,,,,,,,,,,,,,,,,,,,,-114.920197,274.359741,113.228920,,,,,,,,,,,,,,,,,,,,,,,,,,,
720,6.000000,-0.040612,-0.068449,0.002322,-0.996825,13.877583,53.809475,-12.314718,0.088921,4.632320,54.121994,-15.298432,0.834451,19.599575,53.535927,-8.248883,0.800443,19.873075,54.205734,-19.059643,0.797122,11.405347,53.374249,-6.651908,0.678776,4.667433,54.124432,-15.264595,19.691008,53.538937,-8.229874,19.982439,54.206497,-19.056145,11.377099,53.364296,-6.531163,-134.852478,207.029419,160.377640,-135.035614,207.909424,163.948059,308.856873,205.906250,-133.426956,162.022781,284.860992,82.798317,138.097046,277.220367,92.868088,114.664246,277.589020,87.016342,51.144112,207.313507,49.112804,8.427897,205.541275,-119.205078,-79.186142,269.944275,44.625900,-95.759621,276.224213,82.625175,-105.792046,206.805420,-332.316650,-109.504890,276.581635,71.039772,-127.769180,275.882355,93.539101,-288.820984,206.347229,373.452698,-292.982758,205.595901,-3.756055,40.393551,205.157990,-122.218338,-166.987427,206.544708,224.369766,13.010920,205.446701,-255.717560,-149.130768,205.673721,49.628345,131.400757,206.753464,53.911102,-292.882477,204.897949,167.172531,89.286758,207.646088,16.371471,100.839439,208.158493,192.227905,311.422546,206.731766,17.248344,-96.905479,207.302063,111.913803,102.571213,204.811523,-320.309753,-13.805106,207.941772,292.537170,203.786758,206.211472,-136.926895,79.082596,206.581329,-47.950195,42.232098,207.569077,282.558105,-38.624668,207.531769,-62.813496,85.709175,208.609726,240.160065,,,,,,,,,,,,,,,,,,,,,,-114.918327,274.358704,113.228989,,,,,,,,,,,,,,,,,,,,,,,,,,,
721,6.008333,-0.040323,-0.068549,0.002154,-0.996830,13.741072,53.807556,-12.415905,0.081598,4.495131,54.114891,-15.398055,0.855609,19.463930,53.538441,-8.350994,0.812577,19.735147,54.202377,-19.162172,0.805304,11.270065,53.374512,-6.752393,0.710533,4.521294,54.126919,-15.378860,19.576986,53.546680,-8.341251,19.830790,54.205513,-19.155962,11.241877,53.359806,-6.625626,-134.853012,207.030136,160.376694,-135.030884,207.910568,163.954636,308.855804,205.904175,-133.429779,162.015320,284.859406,82.795082,138.095428,277.221741,92.861511,114.661919,277.590302,87.021591,51.143848,207.314651,49.113232,8.396645,205.553253,-119.152275,-79.192604,269.948761,44.635033,-95.761353,276.224060,82.623039,-105.792305,206.805710,-332.312103,-109.500412,276.583313,71.045876,-127.771233,275.884277,93.536232,-288.821777,206.347733,373.452423,-292.981628,205.597168,-3.754514,40.394382,205.158920,-122.218994,-166.986938,206.545731,224.367767,13.010418,205.446487,-255.717651,-149.130722,205.674561,49.625622,131.369003,206.756119,53.890617,-292.882507,204.902313,167.173050,89.288757,207.646179,16.368797,100.836906,208.156540,192.224686,311.444672,206.732178,17.236423,-96.832207,207.264923,112.016060,102.571533,204.810074,-320.309387,-13.813342,207.940979,292.541504,203.788879,206.213379,-136.927322,79.083939,206.583923,-47.951859,42.230434,207.569977,282.558136,-38.621181,207.531982,-62.807011,85.710419,208.611847,240.161041,,,,,,,,,,,,,,,,,,,,,,-114.925743,274.359070,113.235748,,,,,,,,,,,,,,,,,,,,,,,,,,,
722,6.016667,-0.040071,-0.068003,0.001844,-0.996879,13.597983,53.799438,-12.504776,0.073575,4.355203,54.099751,-15.497422,0.871992,19.316448,53.535706,-8.433333,0.854006,19.599371,54.194767,-19.244511,0.788187,11.120898,53.367531,-6.843831,0.750069,4.387674,54.108803,-15.470108,19.433521,53.546257,-8.429126,19.695160,54.195541,-19.248175,11.105110,53.360451,-6.732575,-134.852646,207.029221,160.377213,-135.047821,207.910538,163.919449,308.848083,205.912537,-133.427887,162.024506,284.860535,82.796997,138.097900,277.220215,92.867088,114.664612,277.587860,87.020065,51.145012,207.314331,49.113232,8.403208,205.697891,-119.214607,-79.184853,269.946350,44.628586,-95.760223,276.222290,82.622910,-105.791412,206.802719,-332.324829,-109.499359,276.583466,71.044350,-127.766975,275.883972,93.535995,-289.211761,206.408401,373.566437,-292.974030,205.595688,-3.758416,40.393116,205.157928,-122.220505,-166.986557,206.543854,224.366287,13.010920,205.446381,-255.716461,-149.130478,205.675171,49.619598,131.399200,206.751251,53.918900,-292.887909,204.896072,167.174835,89.286400,207.643723,16.373255,100.838211,208.157684,192.227371,311.419678,206.730835,17.246246,-96.906052,207.301025,111.918594,102.571060,204.811981,-320.310394,-13.811234,207.940582,292.540131,203.925781,206.359833,-137.309647,79.082306,206.583145,-47.951733,42.231850,207.569427,282.557922,-38.621563,207.531830,-62.809563,85.709862,208.610657,240.159103,,,,-76.007477,205.589981,58.526073,,,,,,,,,,,,,,,,-114.923286,274.360718,113.233398,,,,,,,,,,,,,,,,,,,,,,,,,,,
723,6.025000,-0.039575,-0.068045,0.001144,-0.996896,13.459354,53.793274,-12.592972,0.094081,4.216064,54.077358,-15.585621,0.819149,19.178310,53.541573,-8.521457,0.763679,19.459972,54.191376,-19.333227,0.798081,10.983060,53.362801,-6.931572,0.678281,4.250437,54.092270,-15.572966,19.247263,53.529503,-8.486082,19.558071,54.196877,-19.331356,10.966705,53.355843,-6.821395,-134.852768,207.030869,160.378265,-135.045105,207.910919,163.930420,308.862579,205.905228,-133.429367,162.024002,284.862671,82.796738,138.092575,277.224304,92.877106,114.662933,277.589661,87.023018,51.145691,207.314133,49.113564,8.431301,205.540115,-119.215027,-79.190422,269.946442,44.635487,-95.759972,276.221954,82.628563,-105.791809,206.803970,-332.322144,-109.503845,276.584564,71.042160,-127.767654,275.886017,93.543610,-288.823975,206.348801,373.453766,-292.964203,205.594055,-3.759137,40.392460,205.140137,-122.216049,-166.985504,206.544907,224.364975,13.011038,205.446625,-255.716995,-149.129959,205.675125,49.623974,131.399414,206.753662,53.920418,-292.878265,204.898071,167.168671,89.287254,207.646484,16.371141,100.837837,208.157867,192.227997,311.447144,206.730942,17.235661,-96.905029,207.301331,111.916901,102.570518,204.812241,-320.310913,-13.807249,207.940094,292.541870,203.788834,206.211761,-136.925751,79.082603,206.582672,-47.948902,42.230907,207.568985,282.558838,-38.618587,207.531570,-62.790752,85.710381,208.611771,240.160889,,,,,,,,,,,,,,,,,,,,,,-114.920898,274.361816,113.230011,,,,,,,,,,,,,,,,,,,,,,,,,,,
724,6.033333,-0.039178,-0.068461,0.000700,-0.996884,13.317904,53.783298,-12.680033,0.064942,4.071964,54.056221,-15.665523,0.891921,19.040340,53.540115,-8.612895,0.910774,19.312763,54.182297,-19.425356,0.749889,10.846537,53.354549,-7.016350,0.797997,4.100199,54.060947,-15.642069,19.189724,53.570705,-8.619078,19.414824,54.186516,-19.430595,10.832425,53.350239,-6.907234,-134.853287,207.029083,160.377167,-135.047791,207.909912,163.921265,308.854858,205.905670,-133.427658,162.022400,284.860291,82.792946,138.093979,277.222717,92.865799,114.666618,277.587372,87.038734,51.145863,207.315109,49.114113,8.406111,205.698425,-119.218620,-79.188583,269.945007,44.628155,-95.761780,276.220367,82.627266,-105.792068,206.803986,-332.319519,-109.502502,276.582947,71.043106,-127.765968,275.884644,93.542747,-289.208130,206.404297,373.565674,-292.991699,205.594757,-3.753355,40.397137,205.158020,-122.218285,-166.987183,206.544907,224.365967,13.011705,205.446106,-255.717178,-149.131912,205.674103,49.623775,131.400330,206.752914,53.916473,-292.876984,204.895401,167.171906,89.287582,207.643677,16.369707,100.837540,208.157349,192.226852,311.435303,206.731171,17.244816,-96.906891,207.300903,111.914680,102.570869,204.810974,-320.310181,-13.814706,207.942490,292.541962,203.785110,206.213425,-136.926788,79.081749,206.583115,-47.952332,42.231647,207.569000,282.558380,-38.618065,207.530884,-62.790775,85.710869,208.609940,240.164825,,,,,,,,,,,,,,,,,,,,,,-114.920547,274.361908,113.226196,,,,,,,,,,,,,,,,,,,,,,,,,,,
725,6.041667,-0.039683,-0.067399,0.001019,-0.996936,13.167122,53.770916,-12.759039,0.084981,3.927691,54.053986,-15.763682,0.854185,18.880808,53.519333,-8.680123,0.819808,19.176456,54.171658,-19.491369,0.753309,10.683521,53.338696,-7.100974,0.722890,3.966205,54.051952,-15.721768,18.912573,53.501659,-8.661683,19.287460,54.182793,-19.514427,10.685475,53.341305,-6.994773,-134.849808,207.029846,160.380173,-135.031509,207.910965,163.957687,308.857574,205.904526,-133.430939,162.023102,284.855774,82.797432,138.094208,277.225708,92.858414,114.664391,277.589050,87.026360,51.145618,207.314011,49.112831,8.395121,205.557007,-119.141708,-79.192505,269.948761,44.637119,-95.761559,276.225739,82.626564,-105.791870,206.803040,-332.324982,-109.503647,276.581970,71.042343,-127.768112,275.883636,93.537262,-289.209473,206.403702,373.567902,-292.979523,205.599182,-3.757060,40.393875,205.140503,-122.216812,-166.986496,206.544830,224.367661,13.011241,205.446442,-255.717224,-149.130981,205.673691,49.624325,131.401581,206.753677,53.918594,-292.880554,204.896927,167.174988,89.288055,207.643799,16.366974,100.838341,208.157639,192.225037,311.437622,206.725311,17.241764,-96.904800,207.302399,111.922409,102.571854,204.811340,-320.306610,-13.809320,207.941513,292.539948,203.790588,206.214828,-136.926041,79.083481,206.581696,-47.950180,42.233250,207.569122,282.557556,-38.617672,207.528519,-62.789822,85.712692,208.611801,240.168259,,,,,,,,,,,,,,,,,,,,,,-114.921806,274.361755,113.231590,,,,,,,,,,,,,,,,,,,,,,,,,,,
726,6.050000,-0.038998,-0.067528,0.000463,-0.996955,13.048820,53.772820,-12.851805,0.075784,3.808419,54.040806,-15.854836,0.871184,18.763670,53.533428,-8.773788,0.857871,19.056234,54.172127,-19.585928,0.790236,10.566946,53.344906,-7.192657,0.722867,3.837016,54.048252,-15.831754,18.848478,53.533936,-8.744207,19.156858,54.174202,-19.600586,10.548100,53.340256,-7.080266,-134.851593,207.029724,160.379974,-135.047668,207.910751,163.921356,308.860626,205.905502,-133.428772,162.029312,284.865509,82.799438,138.096542,277.223480,92.879578,114.663712,277.589203,87.014389,51.146271,207.313187,49.115051,8.403845,205.698105,-119.213440,-79.186508,269.946625,44.629433,-95.762863,276.225830,82.623924,-105.792046,206.805298,-332.316406,-109.502983,276.583496,71.043968,-127.771362,275.883911,93.540504,-289.226715,206.402328,373.573364,-293.013275,205.593689,-3.755361,40.395332,205.158020,-122.219261,-166.986816,206.545334,224.367432,13.010300,205.446442,-255.715805,-149.131165,205.675415,49.626328,131.400208,206.752518,53.916367,-292.875397,204.894180,167.169006,89.286514,207.644012,16.373154,100.839546,208.158798,192.230743,311.441040,206.729172,17.243481,-96.906265,207.299896,111.919113,102.571014,204.811935,-320.309875,-13.813108,207.940262,292.541779,203.789185,206.212189,-136.926987,79.081879,206.582184,-47.950466,42.229229,207.569336,282.557343,-38.618069,207.531235,-62.791397,85.710236,208.611053,240.164093,,,,,,,,,,,,,,,,,,,,,,-114.916946,274.361267,113.224373,,,,,,,,,,,,,,,,,,,,,,,,,,,
727,6.058333,-0.038707,-0.067744,-0.000152,-0.996952,12.921309,53.765785,-12.938780,0.074277,3.679422,54.020454,-15.938396,0.870112,18.638023,53.535740,-8.862840,0.851887,18.925629,54.169445,-19.675407,0.775924,10.442154,53.337502,-7.278468,0.759303,3.713210,54.031391,-15.921714,18.717924,53.534878,-8.855497,19.021753,54.177372,-19.684570,10.426515,53.337990,-7.161208,-134.854507,207.032730,160.376358,-135.046387,207.911041,163.925171,308.861359,205.912140,-133.428650,162.025146,284.860962,82.796539,138.096191,277.222839,92.854309,114.663490,277.590179,87.013412,51.145893,207.314972,49.113983,8.425789,205.542404,-119.196083,-79.186859,269.947113,44.631554,-95.760231,276.223907,82.626190,-105.792427,206.804749,-332.315765,-109.499168,276.585083,71.043686,-127.769814,275.884796,93.535889,-288.819519,206.344681,373.451447,-292.985260,205.597824,-3.758746,40.393322,205.140808,-122.216164,-166.986053,206.544876,224.367935,13.010311,205.446030,-255.717896,-149.131912,205.674530,49.626820,131.399643,206.752686,53.916676,-292.881104,204.894638,167.173386,89.288750,207.643585,16.368494,100.838448,208.156235,192.226578,311.439148,206.729858,17.242527,-96.905807,207.300049,111.918640,102.570892,204.812271,-320.311340,-13.807611,207.940765,292.541077,203.941513,206.318192,-137.301636,79.082832,206.583694,-47.949890,42.233574,207.568268,282.558472,-38.616608,207.530838,-62.788223,85.710060,208.611877,240.160995,,,,-76.006752,205.590134,58.524715,,,,,,,,,,,,,,,,-114.921204,274.360321,113.224663,,,,,,,,,,,,,,,,,,,,,,,,,,,
728,6.066667,-0.038187,-0.067726,-0.000735,-0.996973,12.793447,53.757668,-13.016136,0.083162,3.551510,53.998066,-16.016775,0.839569,18.510092,53.538578,-8.939494,0.820490,18.797840,54.162270,-19.752642,0.762888,10.314337,53.331757,-7.355624,0.745430,3.579309,54.001053,-15.992254,18.587700,53.532513,-8.921791,18.897667,54.168873,-19.768501,10.304772,53.332127,-7.259376,-134.849335,207.030701,160.381027,-135.048340,207.910843,163.918396,308.859497,205.903748,-133.429230,162.023193,284.861847,82.800934,138.093399,277.221313,92.871567,114.661697,277.587402,87.020683,51.145660,207.314651,49.113827,8.402506,205.697250,-119.209656,-79.200050,269.949524,44.641148,-95.763443,276.223755,82.624870,-105.792870,206.805878,-332.314362,-109.504608,276.584381,71.040535,-127.762985,275.885437,93.541817,-288.818634,206.351395,373.451324,-292.989136,205.595856,-3.754133,40.394028,205.157547,-122.219315,-166.986359,206.544662,224.367615,13.010729,205.446487,-255.718231,-149.131516,205.673462,49.624329,131.400055,206.753250,53.920097,-292.863342,204.894073,167.159195,89.286133,207.643463,16.371197,100.839272,208.157684,192.229156,311.449615,206.732468,17.236233,-96.904778,207.300873,111.918091,102.570251,204.810547,-320.313660,-13.810480,207.940964,292.540649,203.785065,206.213074,-136.927704,79.084068,206.581619,-47.950256,42.230572,207.570190,282.558105,-38.614456,207.529541,-62.778641,85.709801,208.611176,240.160324,,,,,,,,,,,,,,,,,,,,,,-114.921333,274.361450,113.223885,,,,,,,,,,,,,,,,,,,,,,,,,,,
