Format Version,1.22,Take Name,crazyflie_hlc20,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,08 Dec 1969 16:15:12 -0500,Total Frames in Take,845,Total Exported Frames,845,Rotation Type,Quaternion,Length Units,Centimeters,Coordinate Space,Global

,,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,,cf,cf,cf,cf,cf,cf,cf,cf,"cf:Marker1","cf:Marker1","cf:Marker1","cf:Marker1","cf:Marker2","cf:Marker2","cf:Marker2","cf:Marker2","cf:Marker3","cf:Marker3","cf:Marker3","cf:Marker3","cf:Marker4","cf:Marker4","cf:Marker4","cf:Marker4",cf:Marker1,cf:Marker1,cf:Marker1,cf:Marker2,cf:Marker2,cf:Marker2,cf:Marker3,cf:Marker3,cf:Marker3,cf:Marker4,cf:Marker4,cf:Marker4,Unlabeled 4182,Unlabeled 4182,Unlabeled 4182,Unlabeled 4183,Unlabeled 4183,Unlabeled 4183,Unlabeled 4184,Unlabeled 4184,Unlabeled 4184,Unlabeled 4185,Unlabeled 4185,Unlabeled 4185,Unlabeled 4186,Unlabeled 4186,Unlabeled 4186,Unlabeled 4187,Unlabeled 4187,Unlabeled 4187,Unlabeled 4188,Unlabeled 4188,Unlabeled 4188,Unlabeled 4189,Unlabeled 4189,Unlabeled 4189,Unlabeled 4190,Unlabeled 4190,Unlabeled 4190,Unlabeled 4191,Unlabeled 4191,Unlabeled 4191,Unlabeled 4192,Unlabeled 4192,Unlabeled 4192,Unlabeled 4193,Unlabeled 4193,Unlabeled 4193,Unlabeled 4194,Unlabeled 4194,Unlabeled 4194,Unlabeled 4195,Unlabeled 4195,Unlabeled 4195,Unlabeled 4196,Unlabeled 4196,Unlabeled 4196,Unlabeled 4197,Unlabeled 4197,Unlabeled 4197,Unlabeled 4198,Unlabeled 4198,Unlabeled 4198,Unlabeled 4199,Unlabeled 4199,Unlabeled 4199,Unlabeled 4200,Unlabeled 4200,Unlabeled 4200,Unlabeled 4201,Unlabeled 4201,Unlabeled 4201,Unlabeled 4202,Unlabeled 4202,Unlabeled 4202,Unlabeled 4203,Unlabeled 4203,Unlabeled 4203,Unlabeled 4204,Unlabeled 4204,Unlabeled 4204,Unlabeled 4205,Unlabeled 4205,Unlabeled 4205,Unlabeled 4206,Unlabeled 4206,Unlabeled 4206,Unlabeled 4207,Unlabeled 4207,Unlabeled 4207,Unlabeled 4208,Unlabeled 4208,Unlabeled 4208,Unlabeled 4209,Unlabeled 4209,Unlabeled 4209,Unlabeled 4210,Unlabeled 4210,Unlabeled 4210,Unlabeled 4211,Unlabeled 4211,Unlabeled 4211,Unlabeled 4212,Unlabeled 4212,Unlabeled 4212,Unlabeled 4213,Unlabeled 4213,Unlabeled 4213,Unlabeled 4214,Unlabeled 4214,Unlabeled 4214,Unlabeled 4215,Unlabeled 4215,Unlabeled 4215,Unlabeled 4216,Unlabeled 4216,Unlabeled 4216,Unlabeled 4217,Unlabeled 4217,Unlabeled 4217,Unlabeled 4218,Unlabeled 4218,Unlabeled 4218,Unlabeled 4220,Unlabeled 4220,Unlabeled 4220,Unlabeled 4221,Unlabeled 4221,Unlabeled 4221,Unlabeled 4223,Unlabeled 4223,Unlabeled 4223,Unlabeled 4224,Unlabeled 4224,Unlabeled 4224,Unlabeled 4225,Unlabeled 4225,Unlabeled 4225,Unlabeled 4227,Unlabeled 4227,Unlabeled 4227,Unlabeled 4228,Unlabeled 4228,Unlabeled 4228,Unlabeled 4229,Unlabeled 4229,Unlabeled 4229,Unlabeled 4230,Unlabeled 4230,Unlabeled 4230
,,"F34FE805743711F0DFF24AA584E86B9E","F34FE805743711F0DFF24AA584E86B9E","F34FE805743711F0DFF24AA584E86B9E","F34FE805743711F0DFF24AA584E86B9E","F34FE805743711F0DFF24AA584E86B9E","F34FE805743711F0DFF24AA584E86B9E","F34FE805743711F0DFF24AA584E86B9E","F34FE805743711F0DFF24AA584E86B9E","F34FE805743711F0DFF24AA584E86B9E","F34FE805743711F0DFF24AA584E86B9E","F34FE805743711F0DFF24AA584E86B9E","F34FE805743711F0DFF24AA584E86B9E","F34FE805743711F0DFF24AA584E86B9E","F34FE805743711F0DFF24AA584E86B9E","F34FE805743711F0DFF24AA584E86B9E","F34FE805743711F0DFF24AA584E86B9E","F34FE805743711F0DFF24AA584E86B9E","F34FE805743711F0DFF24AA584E86B9E","F34FE805743711F0DFF24AA584E86B9E","F34FE805743711F0DFF24AA584E86B9E","F34FE805743711F0DFF24AA584E86B9E","F34FE805743711F0DFF24AA584E86B9E","F34FE805743711F0DFF24AA584E86B9E","F34FE805743711F0DFF24AA584E86B9E","106290","106290","106290","1043F0","1043F0","1043F0","104400","104400","104400","104EB0","104EB0","104EB0","FEF50","FEF50","FEF50","FEF90","FEF90","FEF90","FEFA0","FEFA0","FEFA0","FEFF0","FEFF0","FEFF0","FF000","FF000","FF000","FF010","FF010","FF010","FF040","FF040","FF040","FF080","FF080","FF080","FF0C0","FF0C0","FF0C0","FF0D0","FF0D0","FF0D0","FF170","FF170","FF170","FF180","FF180","FF180","FF190","FF190","FF190","FF1C0","FF1C0","FF1C0","FF1E0","FF1E0","FF1E0","FF300","FF300","FF300","FF330","FF330","FF330","FF340","FF340","FF340","FF800","FF800","FF800","FFCA0","FFCA0","FFCA0","101C30","101C30","101C30","101C50","101C50","101C50","101D60","101D60","101D60","101F40","101F40","101F40","102290","102290","102290","102890","102890","102890","104020","104020","104020","1040E0","1040E0","1040E0","1040F0","1040F0","1040F0","104850","104850","104850","104940","104940","104940","105330","105330","105330","106470","106470","106470","106410","106410","106410","106050","106050","106050","106620","106620","106620","106630","106630","106630","106650","106650","106650","106660","106660","106660","106680","106680","106680","106690","106690","106690","1066A0","1066A0","1066A0","1066C0","1066C0","1066C0","1066D0","1066D0","1066D0","1066E0","1066E0","1066E0","1066F0","1066F0","1066F0"
,,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Error Per Marker,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,W,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
0,0.000000,0.020760,0.095132,0.002914,0.995244,-92.685303,49.334873,126.126221,0.102975,-102.078964,49.398735,123.630203,0.794420,-86.753075,49.301823,129.888489,0.721763,-87.061264,49.553425,119.060852,0.628059,-94.847908,49.085514,131.925339,0.826008,-102.100014,49.380623,123.645210,-86.793381,49.266647,129.740051,-86.933983,49.580418,119.107483,-94.889236,49.113121,132.005127,-134.849335,207.029053,160.380936,-135.047821,207.910583,163.924118,308.861267,205.915543,-133.429794,162.013977,284.859711,82.798851,138.092453,277.222839,92.878052,114.667419,277.587738,87.047913,51.148033,207.314209,49.121059,8.395596,205.553680,-119.155029,-79.178833,269.942657,44.626652,-95.758347,276.222778,82.628593,-105.792824,206.805878,-332.317322,-109.503082,276.582275,71.043106,-127.767143,275.884583,93.536018,-288.818787,206.343872,373.449554,-292.993774,205.595871,-3.757066,40.393177,205.142242,-122.216209,-166.987335,206.544525,224.368164,13.011932,205.447037,-255.718750,-149.127686,205.672272,49.625790,131.400757,206.750565,53.917408,-292.865265,204.895370,167.161774,89.289406,207.643417,16.367207,100.837753,208.157639,192.225632,311.449249,206.732224,17.237759,-96.907104,207.301025,111.911652,102.571396,204.814651,-320.305573,-13.809752,207.941025,292.538971,203.925903,206.359695,-137.309189,79.081734,206.582169,-47.950096,42.231197,207.571121,282.559052,-38.614197,207.529739,-62.781143,85.710716,208.611008,240.163803,216.854950,207.574051,83.849144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0.008333,0.021046,0.094058,0.003350,0.995339,-92.628136,49.411621,126.131203,0.091363,-102.016403,49.469910,123.614815,0.776065,-86.704086,49.380657,129.906326,0.813688,-86.988922,49.639118,119.078232,0.755927,-94.803154,49.156803,131.925446,0.740689,-102.079071,49.455471,123.618782,-86.656914,49.359638,129.873962,-86.912209,49.653225,119.052757,-94.867310,49.180992,131.982910,-134.853104,207.027863,160.377213,-135.047318,207.912140,163.922699,308.863983,205.914093,-133.428055,162.021683,284.863281,82.800186,138.094681,277.225616,92.890739,114.665161,277.590179,87.026047,51.144798,207.311768,49.118786,8.333302,205.734375,-119.089294,-79.191376,269.944641,44.632923,-95.759293,276.223145,82.630432,-105.793358,206.808380,-332.309143,-109.496689,276.585663,71.049500,-127.768875,275.883240,93.541519,-288.817108,206.343918,373.448944,-292.970825,205.597992,-3.756598,40.396233,205.161545,-122.218765,-166.986572,206.544617,224.366882,13.011312,205.446808,-255.718140,-149.129440,205.672760,49.627052,131.399078,206.753113,53.918201,-292.865143,204.895782,167.160675,89.290024,207.644470,16.369564,100.836655,208.157425,192.224030,311.434174,206.733124,17.238140,-96.907806,207.302261,111.916260,102.572319,204.814789,-320.304596,-13.807249,207.942337,292.539703,203.928116,206.360153,-137.309296,79.082909,206.581970,-47.950203,42.228477,207.571503,282.558929,-38.616432,207.529099,-62.791779,85.711060,208.611008,240.161652,216.856903,207.572388,83.846077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,0.016667,0.021691,0.096932,0.003144,0.995050,-92.659691,49.477440,126.046646,0.089230,-102.062332,49.542652,123.584724,0.825527,-86.713890,49.439400,129.787384,0.796320,-87.061302,49.711376,118.961426,0.701506,-94.801231,49.216331,131.853058,0.784345,-102.058601,49.522858,123.593712,-86.754143,49.404678,129.682022,-86.966713,49.736500,118.956017,-94.849159,49.250568,131.954651,-134.852936,207.030777,160.377258,-135.047333,207.911133,163.922028,308.857117,205.905823,-133.427460,162.016708,284.859253,82.800659,138.095184,277.224365,92.869949,114.667603,277.591766,87.028313,51.146484,207.312698,49.120144,8.327782,205.733459,-119.080093,-79.190758,269.947662,44.636738,-95.759430,276.221802,82.629478,-105.792702,206.806854,-332.319336,-109.496979,276.585632,71.045685,-127.768097,275.885376,93.539879,-288.814453,206.342560,373.448120,-292.991119,205.596710,-3.757033,40.396770,205.162140,-122.216225,-166.987946,206.544800,224.368698,13.011527,205.447128,-255.717422,-149.130554,205.672272,49.623322,131.400467,206.750565,53.917004,-292.869934,204.896042,167.162613,89.288422,207.643753,16.370375,100.837708,208.158783,192.227448,311.444855,206.733780,17.238617,-96.907684,207.301926,111.913368,102.570602,204.814575,-320.309326,-13.810789,207.940811,292.539368,203.790283,206.214523,-136.927826,79.082565,206.581619,-47.951611,42.227638,207.570358,282.558777,-38.614136,207.531876,-62.779282,85.709259,208.609894,240.158112,216.857147,207.574081,83.845917,310.512604,209.146927,374.394287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,0.025000,0.021792,0.096986,0.002998,0.995043,-92.641090,49.543488,126.018433,0.088463,-102.044006,49.612022,123.557625,0.829947,-86.694870,49.502964,129.758469,0.797933,-87.043465,49.776936,118.932594,0.703612,-94.782036,49.282028,131.825043,0.783877,-102.039627,49.593563,123.567711,-86.733208,49.470608,129.655182,-86.949120,49.800606,118.925713,-94.832092,49.314201,131.925293,-134.854080,207.030243,160.375458,-135.049606,207.911438,163.917831,308.860077,205.913925,-133.429565,161.999542,284.856567,82.796982,138.095016,277.223724,92.881630,114.670158,277.591125,87.048027,51.147293,207.313416,49.118416,8.393075,205.553268,-119.145569,-79.185089,269.945557,44.628490,-95.756645,276.221191,82.627449,-105.792976,206.806702,-332.310211,-109.501938,276.584473,71.041779,-127.773987,275.886841,93.532326,-288.815399,206.343002,373.449097,-292.994904,205.595734,-3.755966,40.393631,205.159973,-122.219788,-166.987183,206.544312,224.368591,13.011206,205.446655,-255.718872,-149.129028,205.673126,49.623539,131.401733,206.752197,53.921837,-292.866669,204.900177,167.164139,89.288338,207.645660,16.367872,100.833748,208.157730,192.220306,311.444092,206.730652,17.236900,-96.906158,207.300858,111.915901,102.572952,204.813904,-320.303070,-13.806319,207.941849,292.541046,203.792023,206.212662,-136.925385,79.082054,206.581238,-47.950726,42.188805,207.555527,282.631134,-38.616096,207.531189,-62.790344,85.709976,208.611481,240.161179,216.857117,207.573730,83.848824,310.515839,209.148834,374.397217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,0.033333,0.021332,0.095243,0.002989,0.995221,-92.605469,49.609608,126.018074,0.102438,-101.999687,49.675915,123.524246,0.799942,-86.672394,49.572491,129.778976,0.716456,-86.983025,49.836552,118.951706,0.630175,-94.766762,49.353470,131.817383,0.829050,-102.019478,49.659737,123.540497,-86.710701,49.540489,129.628998,-86.857132,49.861576,118.999390,-94.809685,49.378838,131.895004,-134.849213,207.028549,160.381073,-135.047943,207.911270,163.924789,308.856628,205.904572,-133.427444,162.009216,284.861481,82.797874,138.097656,277.222656,92.879440,114.665695,277.588379,87.034630,51.143665,207.312149,49.117878,8.327234,205.733078,-119.080612,-79.181435,269.944122,44.628670,-95.757408,276.220703,82.629829,-105.804146,206.811401,-332.331573,-109.502121,276.584534,71.041397,-127.765656,275.884735,93.535484,-288.816498,206.340912,373.449646,-292.997223,205.596588,-3.755877,40.394547,205.161362,-122.218918,-166.986160,206.543976,224.366837,13.013029,205.447083,-255.718811,-149.129883,205.672379,49.626541,131.400955,206.751755,53.919685,-292.864105,204.895737,167.160110,89.288368,207.643936,16.366205,100.835213,208.158020,192.223038,311.459351,206.730682,17.232037,-96.835724,207.235413,112.124489,102.571678,204.814835,-320.306793,-13.808001,207.943130,292.539703,203.790421,206.212967,-136.926666,79.081276,206.582352,-47.950329,42.184376,207.556274,282.629883,-38.616222,207.530396,-62.791752,85.709938,208.610443,240.158417,216.856644,207.574203,83.848175,310.515961,209.146759,374.396545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,0.041667,0.021319,0.095255,0.002991,0.995220,-92.584663,49.679081,125.986519,0.101314,-101.978943,49.745270,123.492905,0.798768,-86.651505,49.642101,129.747269,0.720057,-86.962387,49.905876,118.920006,0.635770,-94.745819,49.423088,131.785889,0.832262,-101.997849,49.729095,123.508057,-86.692253,49.610184,129.598038,-86.839279,49.930870,118.966637,-94.786041,49.448601,131.864182,-134.845688,207.029129,160.384415,-135.047226,207.910660,163.922211,308.858978,205.904083,-133.430588,162.011246,284.859161,82.798409,138.095825,277.224426,92.885300,114.664528,277.592346,87.023117,51.145374,207.312943,49.117481,8.398106,205.554031,-119.155708,-79.187134,269.942474,44.626938,-95.756393,276.220337,82.625381,-105.792297,206.804153,-332.320923,-109.506607,276.583069,71.039963,-127.766418,275.886475,93.538887,-288.811646,206.342361,373.448090,-293.002228,205.594711,-3.756487,40.393700,205.160233,-122.218536,-166.987198,206.544373,224.367523,13.012302,205.446075,-255.717636,-149.130295,205.672546,49.627090,131.399902,206.752274,53.916294,-292.870392,204.895050,167.163757,89.288422,207.644775,16.370283,100.835564,208.157944,192.224792,311.446564,206.731491,17.233467,-96.906364,207.302612,111.919067,102.570869,204.813461,-320.310150,-13.804655,207.938171,292.536957,203.790024,206.213623,-136.926895,79.084320,206.581665,-47.949745,42.186470,207.555969,282.629486,-38.619591,207.529999,-62.799667,85.711243,208.611603,240.162308,216.871170,207.572205,83.813408,310.512665,209.149338,374.394409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
