Format Version,1.22,Take Name,crazyflie_traj12,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,24 Jan 1970 06:58:46 -0500,Total Frames in Take,1583,Total Exported Frames,1583,Rotation Type,Quaternion,Length Units,Centimeters,Coordinate Space,Global

,,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,,cf,cf,cf,cf,cf,cf,cf,cf,"cf:Marker1","cf:Marker1","cf:Marker1","cf:Marker1","cf:Marker2","cf:Marker2","cf:Marker2","cf:Marker2","cf:Marker3","cf:Marker3","cf:Marker3","cf:Marker3","cf:Marker4","cf:Marker4","cf:Marker4","cf:Marker4",cf:Marker1,cf:Marker1,cf:Marker1,cf:Marker2,cf:Marker2,cf:Marker2,cf:Marker3,cf:Marker3,cf:Marker3,cf:Marker4,cf:Marker4,cf:Marker4,Unlabeled 2299,Unlabeled 2299,Unlabeled 2299,Unlabeled 2300,Unlabeled 2300,Unlabeled 2300,Unlabeled 2301,Unlabeled 2301,Unlabeled 2301,Unlabeled 2302,Unlabeled 2302,Unlabeled 2302,Unlabeled 2303,Unlabeled 2303,Unlabeled 2303,Unlabeled 2304,Unlabeled 2304,Unlabeled 2304,Unlabeled 2305,Unlabeled 2305,Unlabeled 2305,Unlabeled 2306,Unlabeled 2306,Unlabeled 2306,Unlabeled 2307,Unlabeled 2307,Unlabeled 2307,Unlabeled 2308,Unlabeled 2308,Unlabeled 2308,Unlabeled 2309,Unlabeled 2309,Unlabeled 2309,Unlabeled 2310,Unlabeled 2310,Unlabeled 2310,Unlabeled 2311,Unlabeled 2311,Unlabeled 2311,Unlabeled 2312,Unlabeled 2312,Unlabeled 2312,Unlabeled 2313,Unlabeled 2313,Unlabeled 2313,Unlabeled 2314,Unlabeled 2314,Unlabeled 2314,Unlabeled 2315,Unlabeled 2315,Unlabeled 2315,Unlabeled 2316,Unlabeled 2316,Unlabeled 2316,Unlabeled 2317,Unlabeled 2317,Unlabeled 2317,Unlabeled 2318,Unlabeled 2318,Unlabeled 2318,Unlabeled 2319,Unlabeled 2319,Unlabeled 2319,Unlabeled 2320,Unlabeled 2320,Unlabeled 2320,Unlabeled 2321,Unlabeled 2321,Unlabeled 2321,Unlabeled 2322,Unlabeled 2322,Unlabeled 2322,Unlabeled 2323,Unlabeled 2323,Unlabeled 2323,Unlabeled 2324,Unlabeled 2324,Unlabeled 2324,Unlabeled 2325,Unlabeled 2325,Unlabeled 2325,Unlabeled 2326,Unlabeled 2326,Unlabeled 2326,Unlabeled 2327,Unlabeled 2327,Unlabeled 2327,Unlabeled 2328,Unlabeled 2328,Unlabeled 2328,Unlabeled 2329,Unlabeled 2329,Unlabeled 2329,Unlabeled 2330,Unlabeled 2330,Unlabeled 2330,Unlabeled 2331,Unlabeled 2331,Unlabeled 2331,Unlabeled 2332,Unlabeled 2332,Unlabeled 2332,Unlabeled 2333,Unlabeled 2333,Unlabeled 2333,Unlabeled 2335,Unlabeled 2335,Unlabeled 2335,Unlabeled 2336,Unlabeled 2336,Unlabeled 2336,Unlabeled 2337,Unlabeled 2337,Unlabeled 2337,Unlabeled 2340,Unlabeled 2340,Unlabeled 2340,Unlabeled 2341,Unlabeled 2341,Unlabeled 2341,Unlabeled 2342,Unlabeled 2342,Unlabeled 2342,Unlabeled 2343,Unlabeled 2343,Unlabeled 2343,Unlabeled 2344,Unlabeled 2344,Unlabeled 2344
,,"32A33FB571C811F0DFF24AA584E86A9E","32A33FB571C811F0DFF24AA584E86A9E","32A33FB571C811F0DFF24AA584E86A9E","32A33FB571C811F0DFF24AA584E86A9E","32A33FB571C811F0DFF24AA584E86A9E","32A33FB571C811F0DFF24AA584E86A9E","32A33FB571C811F0DFF24AA584E86A9E","32A33FB571C811F0DFF24AA584E86A9E","32A33FB571C811F0DFF24AA584E86A9E","32A33FB571C811F0DFF24AA584E86A9E","32A33FB571C811F0DFF24AA584E86A9E","32A33FB571C811F0DFF24AA584E86A9E","32A33FB571C811F0DFF24AA584E86A9E","32A33FB571C811F0DFF24AA584E86A9E","32A33FB571C811F0DFF24AA584E86A9E","32A33FB571C811F0DFF24AA584E86A9E","32A33FB571C811F0DFF24AA584E86A9E","32A33FB571C811F0DFF24AA584E86A9E","32A33FB571C811F0DFF24AA584E86A9E","32A33FB571C811F0DFF24AA584E86A9E","32A33FB571C811F0DFF24AA584E86A9E","32A33FB571C811F0DFF24AA584E86A9E","32A33FB571C811F0DFF24AA584E86A9E","32A33FB571C811F0DFF24AA584E86A9E","F7D10","F7D10","F7D10","F6B30","F6B30","F6B30","F7730","F7730","F7730","F77D0","F77D0","F77D0","D50F0","D50F0","D50F0","D5140","D5140","D5140","D51E0","D51E0","D51E0","D51F0","D51F0","D51F0","D5210","D5210","D5210","D5220","D5220","D5220","D5250","D5250","D5250","D52B0","D52B0","D52B0","D52E0","D52E0","D52E0","D52F0","D52F0","D52F0","D5300","D5300","D5300","EC0B0","EC0B0","EC0B0","ED6D0","ED6D0","ED6D0","ED7B0","ED7B0","ED7B0","ED830","ED830","ED830","EE8E0","EE8E0","EE8E0","F1C40","F1C40","F1C40","F21A0","F21A0","F21A0","F2320","F2320","F2320","F3B60","F3B60","F3B60","F3D10","F3D10","F3D10","F3FF0","F3FF0","F3FF0","F40D0","F40D0","F40D0","F4120","F4120","F4120","F42B0","F42B0","F42B0","F42D0","F42D0","F42D0","F47B0","F47B0","F47B0","F4E20","F4E20","F4E20","F6220","F6220","F6220","F6DF0","F6DF0","F6DF0","F7060","F7060","F7060","F70D0","F70D0","F70D0","F70F0","F70F0","F70F0","F7DF0","F7DF0","F7DF0","F7E00","F7E00","F7E00","F7E30","F7E30","F7E30","F7E40","F7E40","F7E40","F7E20","F7E20","F7E20","F7E70","F7E70","F7E70","F7B30","F7B30","F7B30","F7EA0","F7EA0","F7EA0","F7E80","F7E80","F7E80","F7EC0","F7EC0","F7EC0"
,,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Error Per Marker,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,W,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
0,0.000000,0.009061,-0.700795,0.000512,-0.713305,-126.298508,3.213569,170.677155,0.120175,-119.215858,3.416255,177.939682,0.630959,-133.561646,2.774231,167.390961,0.600983,-133.395462,3.055373,172.837997,0.710964,-119.021072,3.608417,164.540009,0.855347,-119.104721,3.421154,177.991302,-133.650070,2.768388,167.282227,-133.432159,3.055712,172.874619,-119.010376,3.608627,164.547882,-104.448807,278.172028,97.693718,138.091797,277.222565,92.829659,-79.183998,269.925842,44.623852,-105.789993,206.797119,-332.348969,-127.755646,275.869446,93.530617,-149.132446,205.665283,49.622700,-292.996643,205.576019,-3.761008,-288.812164,206.349762,373.435883,115.456650,276.739044,91.418015,137.296722,280.709778,70.148323,-135.122101,207.907074,163.132477,-109.492302,276.576813,71.045494,-292.809387,204.880951,167.155243,183.284927,207.630447,40.377827,-95.975281,206.906158,20.773960,-196.303986,206.430771,-20.890173,13.008368,205.440826,-255.717331,-38.652443,207.551529,-62.973404,8.402314,205.548386,-119.176437,54.003601,206.489044,-55.008953,131.399872,206.754211,53.918083,-100.864601,207.834045,505.416351,89.289459,207.646210,16.368412,33.131966,207.482407,-36.204346,203.924728,206.356018,-137.310501,-25.114283,207.813187,273.617676,113.579498,207.761261,85.470787,112.393044,274.265961,62.102211,310.498871,209.138672,374.383911,311.261993,206.703613,17.312586,306.200928,208.727737,197.816727,308.842712,205.897278,-133.426590,-289.058899,202.658752,-291.525269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0.008333,0.008842,-0.701154,0.000643,-0.712955,-126.294800,3.216897,170.691177,0.095799,-119.204781,3.415153,177.946625,0.679497,-133.561447,2.781594,167.412201,0.727837,-133.389679,3.061986,172.859116,0.767813,-119.023323,3.608857,164.546783,0.866861,-119.103966,3.421536,177.992462,-133.622391,2.783314,167.352676,-133.434967,3.056235,172.873367,-119.011009,3.607512,164.548233,-104.455887,278.170624,97.706352,138.092804,277.220978,92.838959,-79.183723,269.927704,44.626022,-105.790726,206.797577,-332.347015,-127.757851,275.870117,93.528557,-149.134720,205.667358,49.623005,-293.004669,205.578690,-3.758991,-288.811890,206.349136,373.436127,115.456474,276.738861,91.416908,137.295532,280.708954,70.146469,-135.105484,207.907349,163.168045,-109.487244,276.575867,71.048264,-292.814423,204.883057,167.157608,183.287506,207.629257,40.377247,-96.062302,206.983780,20.424747,-196.303848,206.429382,-20.892174,13.008547,205.441238,-255.716949,-38.638912,207.537704,-62.863564,8.408232,205.692169,-119.219498,54.003460,206.489426,-55.008060,131.400162,206.754379,53.917892,-100.866066,207.835037,505.413727,89.287979,207.646606,16.366634,33.131355,207.482269,-36.205952,203.925079,206.355530,-137.310516,-25.112856,207.813049,273.615356,113.576569,207.761902,85.467316,112.395546,274.264832,62.104523,310.497009,209.139206,374.377075,311.259399,206.702087,17.308453,306.204651,208.730103,197.819107,308.837189,205.889038,-133.427017,-289.066315,202.659256,-291.527008,0.161701,208.045380,348.777954,220.432785,207.610413,75.388298,,,,,,,,,,,,,,,,,,,,,,,,
2,0.016667,0.008776,-0.701124,0.000580,-0.712985,-126.294312,3.216077,170.690842,0.094059,-119.204903,3.412983,177.946930,0.685157,-133.560684,2.781397,167.411163,0.730501,-133.389359,3.060795,172.858124,0.774065,-119.022308,3.609133,164.547119,0.869688,-119.103912,3.419083,177.989822,-133.623886,2.782472,167.354401,-133.434189,3.055610,172.869720,-119.008896,3.608033,164.550659,-104.453918,278.171234,97.704445,138.092133,277.223083,92.831329,-79.186180,269.927368,44.627510,-105.790329,206.797668,-332.345520,-127.753319,275.869324,93.526695,-149.131912,205.668015,49.623234,-292.999268,205.575378,-3.760305,-288.807098,206.350845,373.435913,115.453163,276.739777,91.419998,137.297379,280.709198,70.148521,-135.123306,207.906921,163.128372,-109.489250,276.578339,71.049118,-292.817719,204.882568,167.161697,183.284927,207.630676,40.372734,-95.973694,206.905792,20.778061,-196.304016,206.429260,-20.892464,13.008535,205.440186,-255.717209,-38.652836,207.552368,-62.976219,8.401619,205.546692,-119.169250,54.003502,206.488449,-55.008419,131.400986,206.751831,53.920700,-100.865135,207.833893,505.412964,89.288536,207.645203,16.367241,33.130692,207.484024,-36.204201,203.923660,206.355972,-137.310287,-25.112938,207.812531,273.614868,113.576828,207.761383,85.469566,112.390450,274.263367,62.102772,310.492767,209.138107,374.375549,311.267487,206.702072,17.309078,306.209259,208.728500,197.821320,308.840027,205.886490,-133.424881,-289.067566,202.659271,-291.525909,,,,220.433212,207.609100,75.386688,,,,,,,,,,,,,,,,,,,,,,,,
3,0.025000,0.009080,-0.700755,0.000473,-0.713344,-126.299873,3.213498,170.676666,0.120319,-119.218040,3.416569,177.939987,0.625156,-133.562607,2.773650,167.389648,0.604420,-133.397049,3.054658,172.836716,0.711428,-119.021782,3.609112,164.540329,0.855806,-119.102669,3.422682,177.991196,-133.651871,2.770823,167.284485,-133.435577,3.052352,172.870285,-119.011047,3.608546,164.549149,-104.454109,278.169861,97.700500,138.091522,277.223755,92.833138,-79.178680,269.925262,44.619965,-105.790092,206.795792,-332.350220,-127.754700,275.869385,93.530312,-149.133163,205.667755,49.622025,-293.017303,205.575897,-3.757593,-288.813446,206.348663,373.434448,115.456596,276.740631,91.421486,137.301041,280.705475,70.149986,-135.106033,207.907242,163.165375,-109.486679,276.573303,71.050453,-292.816223,204.881363,167.160507,183.287979,207.629807,40.373051,-95.976364,206.904648,20.773470,-196.302383,206.430222,-20.891088,13.007795,205.441574,-255.716187,-38.640572,207.537079,-62.866665,8.409652,205.692505,-119.223450,54.008389,206.488724,-55.004852,131.372543,206.758118,53.902733,-100.864777,207.833313,505.419769,89.287857,207.646393,16.367277,33.132450,207.483047,-36.207970,203.924301,206.355240,-137.310272,-25.112900,207.812256,273.616852,113.574913,207.761795,85.468361,112.395409,274.267090,62.111820,310.496887,209.136963,374.379456,311.262177,206.701019,17.307018,306.204926,208.727722,197.819748,308.840118,205.885941,-133.427536,-289.064392,202.661346,-291.527893,,,,220.432693,207.608765,75.385880,,,,,,,,,,,,,,,,,,,,,,,,
4,0.033333,0.008967,-0.700769,0.000485,-0.713331,-126.299797,3.213373,170.677002,0.120520,-119.217659,3.414151,177.940063,0.628818,-133.562729,2.775274,167.390198,0.600981,-133.396927,3.055461,172.837311,0.709068,-119.021881,3.608607,164.540436,0.855931,-119.104446,3.419614,177.990845,-133.651627,2.770935,167.282181,-133.435013,3.054510,172.873276,-119.011070,3.608427,164.549179,-104.445457,278.173981,97.689331,138.090439,277.223694,92.814728,-79.194000,269.930969,44.633163,-105.790642,206.796051,-332.344543,-127.754440,275.870728,93.523529,-149.133713,205.666931,49.621723,-293.006226,205.577087,-3.759044,-288.809357,206.348129,373.437256,115.453995,276.739441,91.414032,137.305878,280.706726,70.155502,-135.121338,207.907684,163.134949,-109.490677,276.576904,71.044159,-292.814148,204.883148,167.157501,183.292465,207.634781,40.341549,-96.062935,206.982422,20.424568,-196.303421,206.429916,-20.892582,13.008332,205.440948,-255.717377,-38.652878,207.551697,-62.974403,8.409438,205.692749,-119.224609,54.002071,206.488297,-55.009174,131.426102,206.715317,53.944195,-100.866653,207.832626,505.416290,89.286629,207.646912,16.368504,33.131252,207.483200,-36.205395,203.924637,206.356949,-137.310547,-25.114319,207.812637,273.615387,113.576843,207.762070,85.469330,112.398590,274.266693,62.112320,310.497162,209.138779,374.380798,311.264954,206.701355,17.309938,306.209534,208.728333,197.821182,308.838257,205.885864,-133.425278,-289.061310,202.657700,-291.524384,,,,220.435410,207.608795,75.397453,,,,,,,,,,,,,,,,,,,,,,,,
5,0.041667,0.009096,-0.700750,0.000571,-0.713349,-126.297821,3.214856,170.678284,0.121861,-119.216072,3.418260,177.941666,0.623387,-133.560547,2.775330,167.391235,0.595964,-133.395050,3.057185,172.838242,0.708880,-119.019592,3.608649,164.541977,0.853163,-119.101891,3.423994,177.994019,-133.651489,2.771410,167.282516,-133.432205,3.055809,172.873657,-119.008621,3.608355,164.550323,-104.459396,278.171387,97.707901,138.091827,277.222382,92.824791,-79.191040,269.927399,44.632160,-105.790779,206.796814,-332.345764,-127.756050,275.871552,93.528976,-149.134125,205.667252,49.622776,-292.998169,205.573532,-3.760758,-288.809753,206.347534,373.435913,115.457382,276.739471,91.417107,137.298615,280.707275,70.150284,-135.107285,207.907013,163.160233,-109.493256,276.576660,71.046356,-292.816772,204.882721,167.162292,183.285645,207.628387,40.374985,-96.061066,206.983536,20.424616,-196.303284,206.430786,-20.892801,13.008129,205.441360,-255.717377,-38.639729,207.538483,-62.866379,8.406422,205.692886,-119.215096,54.003899,206.488068,-55.008720,131.401154,206.752686,53.920673,-100.859299,207.848495,505.403137,89.288864,207.646561,16.365932,33.132660,207.482285,-36.205978,203.924042,206.356094,-137.310379,-25.113136,207.813431,273.612854,113.576828,207.762009,85.468246,112.395981,274.265381,62.104477,310.493256,209.135574,374.379272,311.262787,206.703949,17.307142,306.200500,208.727951,197.821121,308.843781,205.887680,-133.428955,-289.069366,202.659088,-291.529877,,,,220.431854,207.609726,75.389198,,,,,,,,,,,,,,,,,,,,,,,,
