Format Version,1.22,Take Name,crazyflie_traj9,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,24 Jan 1970 06:55:58 -0500,Total Frames in Take,1663,Total Exported Frames,1663,Rotation Type,Quaternion,Length Units,Centimeters,Coordinate Space,Global

,,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,,cf,cf,cf,cf,cf,cf,cf,cf,"cf:Marker1","cf:Marker1","cf:Marker1","cf:Marker1","cf:Marker2","cf:Marker2","cf:Marker2","cf:Marker2","cf:Marker3","cf:Marker3","cf:Marker3","cf:Marker3","cf:Marker4","cf:Marker4","cf:Marker4","cf:Marker4",cf:Marker1,cf:Marker1,cf:Marker1,cf:Marker2,cf:Marker2,cf:Marker2,cf:Marker3,cf:Marker3,cf:Marker3,cf:Marker4,cf:Marker4,cf:Marker4,Unlabeled 2136,Unlabeled 2136,Unlabeled 2136,Unlabeled 2137,Unlabeled 2137,Unlabeled 2137,Unlabeled 2138,Unlabeled 2138,Unlabeled 2138,Unlabeled 2139,Unlabeled 2139,Unlabeled 2139,Unlabeled 2140,Unlabeled 2140,Unlabeled 2140,Unlabeled 2141,Unlabeled 2141,Unlabeled 2141,Unlabeled 2142,Unlabeled 2142,Unlabeled 2142,Unlabeled 2143,Unlabeled 2143,Unlabeled 2143,Unlabeled 2144,Unlabeled 2144,Unlabeled 2144,Unlabeled 2145,Unlabeled 2145,Unlabeled 2145,Unlabeled 2146,Unlabeled 2146,Unlabeled 2146,Unlabeled 2147,Unlabeled 2147,Unlabeled 2147,Unlabeled 2148,Unlabeled 2148,Unlabeled 2148,Unlabeled 2149,Unlabeled 2149,Unlabeled 2149,Unlabeled 2150,Unlabeled 2150,Unlabeled 2150,Unlabeled 2151,Unlabeled 2151,Unlabeled 2151,Unlabeled 2152,Unlabeled 2152,Unlabeled 2152,Unlabeled 2153,Unlabeled 2153,Unlabeled 2153,Unlabeled 2154,Unlabeled 2154,Unlabeled 2154,Unlabeled 2155,Unlabeled 2155,Unlabeled 2155,Unlabeled 2156,Unlabeled 2156,Unlabeled 2156,Unlabeled 2157,Unlabeled 2157,Unlabeled 2157,Unlabeled 2158,Unlabeled 2158,Unlabeled 2158,Unlabeled 2159,Unlabeled 2159,Unlabeled 2159,Unlabeled 2160,Unlabeled 2160,Unlabeled 2160,Unlabeled 2161,Unlabeled 2161,Unlabeled 2161,Unlabeled 2162,Unlabeled 2162,Unlabeled 2162,Unlabeled 2163,Unlabeled 2163,Unlabeled 2163,Unlabeled 2164,Unlabeled 2164,Unlabeled 2164,Unlabeled 2165,Unlabeled 2165,Unlabeled 2165,Unlabeled 2166,Unlabeled 2166,Unlabeled 2166,Unlabeled 2167,Unlabeled 2167,Unlabeled 2167,Unlabeled 2168,Unlabeled 2168,Unlabeled 2168,Unlabeled 2169,Unlabeled 2169,Unlabeled 2169,Unlabeled 2170,Unlabeled 2170,Unlabeled 2170,Unlabeled 2171,Unlabeled 2171,Unlabeled 2171,Unlabeled 2172,Unlabeled 2172,Unlabeled 2172,Unlabeled 2174,Unlabeled 2174,Unlabeled 2174,Unlabeled 2175,Unlabeled 2175,Unlabeled 2175,Unlabeled 2176,Unlabeled 2176,Unlabeled 2176,Unlabeled 2177,Unlabeled 2177,Unlabeled 2177,Unlabeled 2180,Unlabeled 2180,Unlabeled 2180,Unlabeled 2181,Unlabeled 2181,Unlabeled 2181,Unlabeled 2183,Unlabeled 2183,Unlabeled 2183,Unlabeled 2184,Unlabeled 2184,Unlabeled 2184,Unlabeled 2185,Unlabeled 2185,Unlabeled 2185,Unlabeled 2186,Unlabeled 2186,Unlabeled 2186,Unlabeled 2187,Unlabeled 2187,Unlabeled 2187,Unlabeled 2189,Unlabeled 2189,Unlabeled 2189,Unlabeled 2190,Unlabeled 2190,Unlabeled 2190
,,"32A33FB571C811F0DFF24AA584E86A9E","32A33FB571C811F0DFF24AA584E86A9E","32A33FB571C811F0DFF24AA584E86A9E","32A33FB571C811F0DFF24AA584E86A9E","32A33FB571C811F0DFF24AA584E86A9E","32A33FB571C811F0DFF24AA584E86A9E","32A33FB571C811F0DFF24AA584E86A9E","32A33FB571C811F0DFF24AA584E86A9E","32A33FB571C811F0DFF24AA584E86A9E","32A33FB571C811F0DFF24AA584E86A9E","32A33FB571C811F0DFF24AA584E86A9E","32A33FB571C811F0DFF24AA584E86A9E","32A33FB571C811F0DFF24AA584E86A9E","32A33FB571C811F0DFF24AA584E86A9E","32A33FB571C811F0DFF24AA584E86A9E","32A33FB571C811F0DFF24AA584E86A9E","32A33FB571C811F0DFF24AA584E86A9E","32A33FB571C811F0DFF24AA584E86A9E","32A33FB571C811F0DFF24AA584E86A9E","32A33FB571C811F0DFF24AA584E86A9E","32A33FB571C811F0DFF24AA584E86A9E","32A33FB571C811F0DFF24AA584E86A9E","32A33FB571C811F0DFF24AA584E86A9E","32A33FB571C811F0DFF24AA584E86A9E","F6E80","F6E80","F6E80","F6B30","F6B30","F6B30","F65D0","F65D0","F65D0","F6B10","F6B10","F6B10","D50F0","D50F0","D50F0","D5140","D5140","D5140","D51E0","D51E0","D51E0","D51F0","D51F0","D51F0","D5210","D5210","D5210","D5220","D5220","D5220","D5250","D5250","D5250","D52B0","D52B0","D52B0","D52E0","D52E0","D52E0","D52F0","D52F0","D52F0","D5300","D5300","D5300","EC0B0","EC0B0","EC0B0","ED6D0","ED6D0","ED6D0","ED7B0","ED7B0","ED7B0","ED830","ED830","ED830","EE8E0","EE8E0","EE8E0","EF9B0","EF9B0","EF9B0","F1C40","F1C40","F1C40","F21A0","F21A0","F21A0","F2310","F2310","F2310","F2320","F2320","F2320","F3B60","F3B60","F3B60","F3D10","F3D10","F3D10","F3FF0","F3FF0","F3FF0","F40D0","F40D0","F40D0","F4120","F4120","F4120","F42B0","F42B0","F42B0","F42D0","F42D0","F42D0","F4720","F4720","F4720","F47B0","F47B0","F47B0","F47C0","F47C0","F47C0","F4E20","F4E20","F4E20","F6DC0","F6DC0","F6DC0","F6E10","F6E10","F6E10","F6F20","F6F20","F6F20","F6F30","F6F30","F6F30","F6F40","F6F40","F6F40","F6F60","F6F60","F6F60","F6F70","F6F70","F6F70","F6F50","F6F50","F6F50","F6F90","F6F90","F6F90","F6FC0","F6FC0","F6FC0","F6FE0","F6FE0","F6FE0","F7000","F7000","F7000","F7010","F7010","F7010","F6FF0","F6FF0","F6FF0","F6FB0","F6FB0","F6FB0","F6DF0","F6DF0","F6DF0","F7060","F7060","F7060","F7050","F7050","F7050"
,,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Error Per Marker,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,W,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
0,0.000000,0.007709,-0.711061,0.002243,-0.703085,-126.198509,3.206274,170.627533,0.064791,-118.907822,3.380998,177.681946,0.832499,-133.555618,2.798141,167.553177,0.876225,-133.230621,3.081832,172.992920,0.885802,-119.099976,3.564125,164.282089,0.757559,-118.914543,3.389728,177.595871,-133.583664,2.812124,167.534973,-133.254028,3.065905,173.031052,-119.032738,3.556981,164.353149,-104.456947,278.171265,97.706879,138.090988,277.223785,92.818306,-79.195801,269.927368,44.632660,-105.790413,206.796555,-332.347687,-127.755486,275.868591,93.527802,-149.135132,205.667908,49.623131,-293.013794,205.574463,-3.760645,-288.807861,206.348923,373.432587,115.457687,276.741638,91.418503,137.296478,280.708160,70.148071,-135.123520,207.906525,163.125320,-109.483337,276.577698,71.052643,-292.835999,204.881470,167.180527,183.288437,207.627411,40.371681,-96.058464,206.983231,20.428646,-196.301132,206.430130,-20.891117,308.839905,205.887100,-133.425491,13.009357,205.440781,-255.718811,-38.639439,207.536072,-62.866879,306.207153,208.729507,197.819016,8.408416,205.691650,-119.223114,54.004253,206.487991,-55.007309,131.402328,206.754929,53.922802,-100.866745,207.833130,505.411346,89.288513,207.645767,16.365534,33.132030,207.483627,-36.212303,203.801514,206.198883,-136.923386,-25.112492,207.813553,273.613678,-166.984680,206.539948,224.362091,113.575867,207.760971,85.469017,102.567841,204.798126,-320.320282,112.393143,274.265839,62.110092,310.498749,209.138748,374.381561,311.258270,206.702393,17.306404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0.008333,0.007817,-0.711051,0.002362,-0.703093,-126.197723,3.206701,170.627899,0.063861,-118.907211,3.383593,177.682449,0.839923,-133.554749,2.797678,167.553497,0.877544,-133.229889,3.083110,172.993164,0.886576,-119.099022,3.562423,164.282532,0.757346,-118.912140,3.391086,177.598251,-133.583649,2.809108,167.534241,-133.254349,3.069660,173.031265,-119.031509,3.556617,164.353668,-104.455986,278.170715,97.703659,138.091431,277.222595,92.820648,-79.193710,269.929047,44.633686,-105.790482,206.797668,-332.348907,-127.753868,275.870636,93.531448,-149.133011,205.668594,49.622543,-293.035889,205.575638,-3.752849,-288.807312,206.344391,373.434082,115.462181,276.738770,91.419823,137.309082,280.705231,70.157745,-135.108475,207.906219,163.157181,-109.484955,276.575409,71.052551,-292.811401,204.882523,167.160065,183.294098,207.626938,40.341343,-95.982430,206.869080,20.767601,-196.301285,206.430893,-20.889343,308.834869,205.886047,-133.425522,13.008987,205.441406,-255.716888,-38.652546,207.551270,-62.981079,306.207703,208.727264,197.818619,8.434407,205.533859,-119.227806,54.004745,206.488388,-55.006813,131.400192,206.753372,53.920967,-100.859001,207.852173,505.398376,89.288536,207.647278,16.366844,33.132099,207.482620,-36.210251,203.923981,206.356598,-137.310211,-25.114515,207.812927,273.615662,-166.984131,206.539948,224.359756,113.574638,207.762115,85.469780,102.566650,204.797943,-320.323029,112.390343,274.262238,62.105717,310.496338,209.138275,374.380066,311.266113,206.699844,17.306007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,0.016667,0.007753,-0.711099,0.002354,-0.703046,-126.198242,3.207405,170.628342,0.064181,-118.906784,3.383000,177.681931,0.835761,-133.555725,2.799281,167.554871,0.877104,-133.230103,3.084135,172.994522,0.883923,-119.100365,3.563205,164.282059,0.761403,-118.912422,3.390570,177.596741,-133.583847,2.810730,167.534256,-133.253052,3.070668,173.034149,-119.035210,3.557347,164.353333,-104.453705,278.169983,97.704636,138.091461,277.222382,92.827271,-79.188690,269.926086,44.628143,-105.790421,206.796219,-332.351624,-127.754440,275.871216,93.523994,-149.131805,205.669235,49.622490,-292.998322,205.574326,-3.758833,-288.812592,206.347198,373.434204,115.459572,276.739807,91.418556,137.308044,280.706848,70.155388,-135.124084,207.905273,163.129608,-109.480667,276.576416,71.061417,-292.827026,204.880905,167.170731,183.285446,207.628250,40.376469,-95.976593,206.906845,20.771301,-196.301849,206.430313,-20.892431,308.836212,205.888870,-133.426071,13.008070,205.440811,-255.715851,-38.652645,207.549835,-62.984871,306.206909,208.730286,197.818680,8.409107,205.691696,-119.221863,54.004173,206.487732,-55.008060,131.425171,206.716232,53.946854,-100.866890,207.835968,505.416290,89.285645,207.644623,16.369909,33.131432,207.482452,-36.211742,203.922394,206.355667,-137.310654,-25.113937,207.812332,273.616638,-166.984421,206.539780,224.360138,113.575104,207.761169,85.468040,102.566597,204.797867,-320.323547,112.395729,274.265625,62.112068,310.498474,209.138062,374.381409,311.266571,206.703262,17.307423,0.161636,208.042053,348.778717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,0.025000,0.007805,-0.711039,0.002268,-0.703106,-126.197472,3.205734,170.628479,0.063310,-118.907227,3.382411,177.683289,0.837772,-133.554337,2.796317,167.553741,0.878992,-133.229706,3.080964,172.993454,0.887408,-119.098595,3.563243,164.283401,0.762726,-118.913101,3.390902,177.599106,-133.581497,2.809951,167.535156,-133.253510,3.065376,173.031555,-119.033157,3.556326,164.353027,-104.460312,278.172028,97.712791,138.091370,277.222931,92.825699,-79.202042,269.930023,44.639351,-105.790459,206.795547,-332.351501,-127.757904,275.868744,93.528275,-149.133072,205.668350,49.624992,-293.009521,205.573456,-3.759319,-288.805908,206.346817,373.430908,115.457497,276.737640,91.417900,137.305984,280.705475,70.153053,-135.124084,207.905869,163.128571,-109.481430,276.578522,71.059891,-292.816803,204.883362,167.161743,183.297546,207.626801,40.341801,-96.061241,206.983109,20.425880,-196.300278,206.431412,-20.887720,308.845551,205.887939,-133.427322,13.007938,205.440979,-255.717178,-38.635765,207.536697,-62.855721,306.204163,208.730392,197.819641,8.406700,205.694061,-119.218697,54.005348,206.486725,-55.006866,131.426605,206.716705,53.942989,-100.860855,207.848602,505.405334,89.288383,207.647675,16.366488,33.130672,207.483505,-36.210140,203.923035,206.355377,-137.310425,-25.113880,207.812469,273.614838,-166.984375,206.540848,224.361069,113.573959,207.760956,85.467934,102.567360,204.796860,-320.321289,112.390282,274.265442,62.107552,310.492523,209.134537,374.374939,311.264099,206.700638,17.306614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,0.033333,0.007724,-0.711118,0.002375,-0.703027,-126.196907,3.207115,170.629120,0.064470,-118.905067,3.382111,177.682312,0.834206,-133.554581,2.799551,167.556030,0.876373,-133.228653,3.084321,172.995667,0.885450,-119.099342,3.562478,164.282471,0.759275,-118.912247,3.390826,177.597305,-133.582535,2.813679,167.538147,-133.251740,3.068274,173.033798,-119.032265,3.555326,164.352066,-104.460548,278.170288,97.709038,138.092377,277.223755,92.843056,-79.194351,269.927887,44.637192,-105.790688,206.797958,-332.349731,-127.751968,275.867401,93.529091,-149.132782,205.666901,49.621277,-293.012756,205.574463,-3.757626,-288.808380,206.347778,373.433075,115.456482,276.739349,91.416977,137.308975,280.704590,70.153435,-135.107758,207.906250,163.160889,-109.486580,276.575623,71.050934,-292.822296,204.881866,167.165894,183.294449,207.631439,40.339695,-96.060089,206.981918,20.426727,-196.302277,206.430298,-20.890045,308.836670,205.888702,-133.424850,13.008976,205.441833,-255.717468,-38.640636,207.535980,-62.873554,306.201447,208.727570,197.821335,8.408792,205.695129,-119.225838,54.000652,206.488464,-55.008869,131.402176,206.751389,53.924896,-100.860168,207.853012,505.395844,89.287369,207.645676,16.365341,33.129932,207.482315,-36.209728,203.925674,206.356293,-137.309769,-25.113508,207.812317,273.615814,-166.984146,206.539871,224.361771,113.577805,207.762741,85.470177,102.568649,204.796768,-320.317535,112.396667,274.265930,62.110756,310.496124,209.133362,374.380829,311.262573,206.701965,17.308218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,0.041667,0.007768,-0.711064,0.002340,-0.703080,-126.196648,3.207611,170.627563,0.063264,-118.905876,3.383513,177.681854,0.841531,-133.553802,2.799179,167.553360,0.877989,-133.228729,3.084049,172.993057,0.883346,-119.098175,3.563703,164.281967,0.764492,-118.911209,3.390676,177.599060,-133.582794,2.809852,167.532089,-133.250778,3.071303,173.032837,-119.033516,3.558295,164.351517,-104.453705,278.171936,97.699783,138.089539,277.222382,92.818497,-79.191437,269.927765,44.627235,-105.789879,206.796234,-332.350677,-127.755310,275.868164,93.529144,-149.131851,205.668549,49.619804,-293.005798,205.577850,-3.759548,-288.812439,206.347733,373.438629,115.458931,276.737152,91.419189,137.305969,280.705200,70.155327,-135.109039,207.906006,163.157471,-109.485535,276.574493,71.054169,-292.813599,204.881805,167.157944,183.297043,207.625366,40.344067,-95.983810,206.860306,20.764990,-196.303299,206.432205,-20.890396,308.831329,205.890472,-133.426559,13.008631,205.441025,-255.717331,-38.633816,207.539108,-62.853859,306.205933,208.728363,197.818207,8.410813,205.692535,-119.226967,54.001873,206.488556,-55.008221,131.401047,206.751984,53.919006,-100.860146,207.851593,505.403320,89.286789,207.646255,16.365932,33.131954,207.483337,-36.205357,203.922897,206.356018,-137.310333,-25.113443,207.812454,273.615631,-166.984604,206.539200,224.361160,113.575615,207.762451,85.467194,102.568901,204.798218,-320.318329,112.395950,274.264374,62.106873,310.495667,209.134888,374.378357,311.266083,206.701355,17.308891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
