Format Version,1.22,Take Name,crazyflie_traj10,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,24 Jan 1970 06:57:01 -0500,Total Frames in Take,918,Total Exported Frames,918,Rotation Type,Quaternion,Length Units,Centimeters,Coordinate Space,Global

,,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,,cf,cf,cf,cf,cf,cf,cf,cf,"cf:Marker1","cf:Marker1","cf:Marker1","cf:Marker1","cf:Marker2","cf:Marker2","cf:Marker2","cf:Marker2","cf:Marker3","cf:Marker3","cf:Marker3","cf:Marker3","cf:Marker4","cf:Marker4","cf:Marker4","cf:Marker4",cf:Marker1,cf:Marker1,cf:Marker1,cf:Marker2,cf:Marker2,cf:Marker2,cf:Marker3,cf:Marker3,cf:Marker3,cf:Marker4,cf:Marker4,cf:Marker4,Unlabeled 2195,Unlabeled 2195,Unlabeled 2195,Unlabeled 2196,Unlabeled 2196,Unlabeled 2196,Unlabeled 2197,Unlabeled 2197,Unlabeled 2197,Unlabeled 2198,Unlabeled 2198,Unlabeled 2198,Unlabeled 2199,Unlabeled 2199,Unlabeled 2199,Unlabeled 2200,Unlabeled 2200,Unlabeled 2200,Unlabeled 2201,Unlabeled 2201,Unlabeled 2201,Unlabeled 2202,Unlabeled 2202,Unlabeled 2202,Unlabeled 2203,Unlabeled 2203,Unlabeled 2203,Unlabeled 2204,Unlabeled 2204,Unlabeled 2204,Unlabeled 2205,Unlabeled 2205,Unlabeled 2205,Unlabeled 2206,Unlabeled 2206,Unlabeled 2206,Unlabeled 2207,Unlabeled 2207,Unlabeled 2207,Unlabeled 2208,Unlabeled 2208,Unlabeled 2208,Unlabeled 2209,Unlabeled 2209,Unlabeled 2209,Unlabeled 2210,Unlabeled 2210,Unlabeled 2210,Unlabeled 2211,Unlabeled 2211,Unlabeled 2211,Unlabeled 2212,Unlabeled 2212,Unlabeled 2212,Unlabeled 2213,Unlabeled 2213,Unlabeled 2213,Unlabeled 2214,Unlabeled 2214,Unlabeled 2214,Unlabeled 2215,Unlabeled 2215,Unlabeled 2215,Unlabeled 2216,Unlabeled 2216,Unlabeled 2216,Unlabeled 2217,Unlabeled 2217,Unlabeled 2217,Unlabeled 2218,Unlabeled 2218,Unlabeled 2218,Unlabeled 2219,Unlabeled 2219,Unlabeled 2219,Unlabeled 2220,Unlabeled 2220,Unlabeled 2220,Unlabeled 2221,Unlabeled 2221,Unlabeled 2221,Unlabeled 2222,Unlabeled 2222,Unlabeled 2222,Unlabeled 2223,Unlabeled 2223,Unlabeled 2223,Unlabeled 2224,Unlabeled 2224,Unlabeled 2224,Unlabeled 2225,Unlabeled 2225,Unlabeled 2225,Unlabeled 2226,Unlabeled 2226,Unlabeled 2226,Unlabeled 2227,Unlabeled 2227,Unlabeled 2227,Unlabeled 2228,Unlabeled 2228,Unlabeled 2228,Unlabeled 2229,Unlabeled 2229,Unlabeled 2229,Unlabeled 2230,Unlabeled 2230,Unlabeled 2230,Unlabeled 2232,Unlabeled 2232,Unlabeled 2232,Unlabeled 2233,Unlabeled 2233,Unlabeled 2233,Unlabeled 2234,Unlabeled 2234,Unlabeled 2234,Unlabeled 2237,Unlabeled 2237,Unlabeled 2237,Unlabeled 2240,Unlabeled 2240,Unlabeled 2240,Unlabeled 2241,Unlabeled 2241,Unlabeled 2241
,,"32A33FB571C811F0DFF24AA584E86A9E","32A33FB571C811F0DFF24AA584E86A9E","32A33FB571C811F0DFF24AA584E86A9E","32A33FB571C811F0DFF24AA584E86A9E","32A33FB571C811F0DFF24AA584E86A9E","32A33FB571C811F0DFF24AA584E86A9E","32A33FB571C811F0DFF24AA584E86A9E","32A33FB571C811F0DFF24AA584E86A9E","32A33FB571C811F0DFF24AA584E86A9E","32A33FB571C811F0DFF24AA584E86A9E","32A33FB571C811F0DFF24AA584E86A9E","32A33FB571C811F0DFF24AA584E86A9E","32A33FB571C811F0DFF24AA584E86A9E","32A33FB571C811F0DFF24AA584E86A9E","32A33FB571C811F0DFF24AA584E86A9E","32A33FB571C811F0DFF24AA584E86A9E","32A33FB571C811F0DFF24AA584E86A9E","32A33FB571C811F0DFF24AA584E86A9E","32A33FB571C811F0DFF24AA584E86A9E","32A33FB571C811F0DFF24AA584E86A9E","32A33FB571C811F0DFF24AA584E86A9E","32A33FB571C811F0DFF24AA584E86A9E","32A33FB571C811F0DFF24AA584E86A9E","32A33FB571C811F0DFF24AA584E86A9E","F7330","F7330","F7330","F6B30","F6B30","F6B30","F65D0","F65D0","F65D0","F71F0","F71F0","F71F0","D50F0","D50F0","D50F0","D5140","D5140","D5140","D51E0","D51E0","D51E0","D51F0","D51F0","D51F0","D5210","D5210","D5210","D5220","D5220","D5220","D5250","D5250","D5250","D52B0","D52B0","D52B0","D52E0","D52E0","D52E0","D52F0","D52F0","D52F0","D5300","D5300","D5300","EC0B0","EC0B0","EC0B0","ED6D0","ED6D0","ED6D0","ED7B0","ED7B0","ED7B0","ED830","ED830","ED830","EE8E0","EE8E0","EE8E0","F1C40","F1C40","F1C40","F21A0","F21A0","F21A0","F2320","F2320","F2320","F3B60","F3B60","F3B60","F3D10","F3D10","F3D10","F3FF0","F3FF0","F3FF0","F40D0","F40D0","F40D0","F4120","F4120","F4120","F42B0","F42B0","F42B0","F42D0","F42D0","F42D0","F47B0","F47B0","F47B0","F4E20","F4E20","F4E20","F6220","F6220","F6220","F6DF0","F6DF0","F6DF0","F7060","F7060","F7060","F70D0","F70D0","F70D0","F70F0","F70F0","F70F0","F7470","F7470","F7470","F7510","F7510","F7510","F7460","F7460","F7460","F7520","F7520","F7520","F7540","F7540","F7540","F7550","F7550","F7550","F7590","F7590","F7590","F75B0","F75B0","F75B0","F75D0","F75D0","F75D0"
,,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Error Per Marker,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,W,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
0,0.000000,0.007384,-0.711157,0.002348,-0.702990,-126.182434,3.210435,170.660080,0.059963,-118.889763,3.378530,177.712601,0.866271,-133.540604,2.807749,167.587570,0.878421,-133.213989,3.089567,173.027313,0.872729,-119.085381,3.565894,164.312851,0.782948,-118.897224,3.386384,177.642303,-133.572357,2.820865,167.563385,-133.230133,3.074175,173.070602,-119.023476,3.559645,164.369522,-104.461838,278.170319,97.710907,138.090881,277.222595,92.822792,-79.190948,269.929138,44.627728,-105.790031,206.794830,-332.352600,-127.755905,275.870422,93.525482,-149.133331,205.666687,49.624428,-293.021301,205.574661,-3.756481,-288.810730,206.349152,373.433472,115.455559,276.739685,91.418365,137.300797,280.707397,70.149010,-135.124634,207.906250,163.126465,-109.483337,276.575867,71.054649,-292.824005,204.879837,167.166122,183.284790,207.627869,40.379002,-95.975044,206.905579,20.778633,-196.301605,206.429749,-20.888309,13.008415,205.441116,-255.716370,-38.641453,207.537384,-62.876606,8.408475,205.692337,-119.224724,54.003979,206.487534,-55.008400,131.398849,206.752945,53.916748,-100.863960,207.832214,505.412384,89.287811,207.645828,16.365585,33.130672,207.482010,-36.204601,203.925201,206.356354,-137.310104,-25.114426,207.813309,273.615875,113.577225,207.761627,85.469315,112.393013,274.262329,62.104736,310.497131,209.138870,374.380646,311.268890,206.698898,17.307060,306.215210,208.730530,197.818619,308.836609,205.885452,-133.425659,-289.072296,202.654861,-291.533386,220.431763,207.609634,75.387993,,,,,,,,,,,,,,,,,,,,,,,,
1,0.008333,0.006927,-0.711173,0.002577,-0.702978,-126.168610,3.208654,170.674332,0.057781,-118.875542,3.367436,177.726669,0.868146,-133.527267,2.814086,167.601944,0.854740,-133.200195,3.093870,173.041763,0.878464,-119.071426,3.559222,164.326981,0.820836,-118.851944,3.374586,177.684006,-133.567902,2.824996,167.572815,-133.228760,3.080772,173.072464,-119.023392,3.554311,164.369583,-104.452774,278.173981,97.700760,138.092514,277.220947,92.836044,-79.184319,269.927338,44.625484,-105.790474,206.796951,-332.351044,-127.755585,275.869720,93.528313,-149.135056,205.667908,49.623142,-293.009888,205.573624,-3.758115,-288.805420,206.348114,373.434204,115.454117,276.739563,91.420021,137.307663,280.705750,70.154030,-135.106186,207.906509,163.162140,-109.485817,276.575714,71.050644,-292.827759,204.882980,167.169769,183.296234,207.627350,40.343384,-95.975426,206.905121,20.774841,-196.302567,206.429626,-20.891460,13.008583,205.441330,-255.715561,-38.655941,207.550766,-62.980797,8.406408,205.693054,-119.219650,54.001606,206.487793,-55.008667,131.399429,206.752747,53.920521,-100.867393,207.834442,505.418030,89.289627,207.645172,16.364925,33.128517,207.483002,-36.205490,203.924805,206.355911,-137.310379,-25.113964,207.813171,273.614746,113.576981,207.761047,85.469734,112.393394,274.263031,62.108826,310.495514,209.138672,374.380981,311.259613,206.700607,17.309584,306.200287,208.727570,197.818771,308.839661,205.888184,-133.424255,-289.067139,202.656738,-291.530212,220.431396,207.609970,75.387779,,,,,,,,,,,,,,,,,,,,,,,,
2,0.016667,0.007318,-0.711205,0.002530,-0.702943,-126.181862,3.211074,170.660706,0.061454,-118.888214,3.377797,177.712234,0.857725,-133.540588,2.810446,167.589218,0.876543,-133.213150,3.093056,173.028885,0.873780,-119.085526,3.562998,164.312500,0.777409,-118.896774,3.385929,177.638657,-133.570724,2.824086,167.567062,-133.231125,3.077231,173.071426,-119.022026,3.556456,164.370789,-104.458580,278.166809,97.708282,138.089417,277.221954,92.831131,-79.189972,269.925354,44.635952,-105.790482,206.797821,-332.350861,-127.759193,275.868561,93.527748,-149.134033,205.666763,49.620502,-292.999847,205.576828,-3.759655,-288.813110,206.346893,373.438354,115.453613,276.737640,91.416061,137.302261,280.707611,70.153160,-135.109024,207.905838,163.154984,-109.484573,276.576080,71.054649,-292.826080,204.880997,167.168716,183.297867,207.626083,40.348202,-96.060165,206.983154,20.425760,-196.301865,206.429810,-20.889265,13.008022,205.440475,-255.716736,-38.638870,207.538025,-62.863827,8.401934,205.549713,-119.169403,54.003639,206.488220,-55.009365,131.398682,206.754547,53.919113,-100.868393,207.832886,505.415070,89.288162,207.645554,16.366993,33.129059,207.482864,-36.200367,203.922302,206.355423,-137.310654,-25.112904,207.813019,273.617126,113.574577,207.760239,85.467316,112.392639,274.264313,62.107944,310.493561,209.139465,374.378265,311.266663,206.704132,17.306408,306.200653,208.729263,197.819016,308.839355,205.887604,-133.426941,-289.068237,202.658813,-291.529785,220.436478,207.606415,75.398338,,,,,,,,,,,,,,,,,,,,,,,,
3,0.025000,0.007263,-0.711146,0.002696,-0.703001,-126.168732,3.208380,170.675568,0.061523,-118.876205,3.373953,177.728302,0.861279,-133.527054,2.809552,167.602905,0.835410,-133.200439,3.092923,173.042572,0.871072,-119.071213,3.557091,164.328476,0.817014,-118.850182,3.382231,177.688461,-133.573837,2.823241,167.569977,-133.227692,3.077192,173.074875,-119.021561,3.551101,164.369873,-104.454376,278.170288,97.702286,138.090469,277.223053,92.829659,-79.185356,269.924438,44.623459,-105.789551,206.796051,-332.350983,-127.755127,275.869049,93.528435,-149.131958,205.668427,49.620426,-293.029114,205.574387,-3.760168,-288.815399,206.345612,373.437805,115.452873,276.739990,91.417732,137.300400,280.708069,70.149727,-135.122437,207.907135,163.131531,-109.488388,276.575043,71.049591,-292.818390,204.882004,167.165192,183.287109,207.629013,40.375103,-96.060440,206.983353,20.424950,-196.301880,206.429764,-20.888294,13.008547,205.440872,-255.716888,-38.653694,207.551620,-62.979580,8.400975,205.548386,-119.169746,54.004391,206.487701,-55.008717,131.367630,206.757095,53.890865,-100.864861,207.833908,505.419769,89.287369,207.644485,16.364798,33.129921,207.483551,-36.195988,203.924301,206.356140,-137.310577,-25.114622,207.812881,273.615753,113.576714,207.760025,85.468674,112.393425,274.264313,62.106705,310.493439,209.136414,374.379242,311.268372,206.699493,17.304434,306.199097,208.728073,197.820587,308.836121,205.885452,-133.428680,-289.065735,202.657486,-291.530060,220.431900,207.609604,75.387970,,,,,,,,,,,,,,,,,,,,,,,,
4,0.033333,0.007127,-0.711114,0.002543,-0.703036,-126.169052,3.208882,170.674545,0.059668,-118.877197,3.371734,177.728027,0.865686,-133.527069,2.811144,167.601044,0.840295,-133.200974,3.092296,173.040848,0.872934,-119.070946,3.560353,164.328278,0.824407,-118.852524,3.378761,177.687653,-133.570633,2.821740,167.566269,-133.227234,3.079594,173.074966,-119.024658,3.555632,164.369934,-104.458382,278.171387,97.707329,138.091614,277.223724,92.826607,-79.200706,269.927917,44.636871,-105.790688,206.795837,-332.346649,-127.758049,275.868286,93.527260,-149.134247,205.667252,49.621998,-292.997467,205.575089,-3.760171,-288.806519,206.350281,373.432373,115.453873,276.735168,91.420219,137.302917,280.706970,70.152603,-135.105850,207.905914,163.167755,-109.492966,276.575104,71.044922,-292.819000,204.881119,167.163284,183.295746,207.626526,40.339508,-95.976303,206.905197,20.774567,-196.304367,206.430222,-20.893135,13.008571,205.441254,-255.716660,-38.655514,207.550568,-62.986610,8.403794,205.548004,-119.182205,54.003399,206.488846,-55.008518,131.400009,206.751328,53.923397,-100.868782,207.835724,505.424835,89.287933,207.646484,16.365650,33.129745,207.482941,-36.204128,203.923676,206.355591,-137.310272,-25.113892,207.813187,273.618835,113.574585,207.759354,85.467110,112.391571,274.261871,62.101067,310.497467,209.137817,374.384155,311.265411,206.704788,17.305479,306.209045,208.729004,197.817261,308.833954,205.887390,-133.426804,-289.064026,202.655975,-291.529205,220.435211,207.607742,75.398483,0.161868,208.044220,348.778198,,,,,,,,,,,,,,,,,,,,,
5,0.041667,0.006934,-0.711159,0.002486,-0.702992,-126.169815,3.210916,170.677429,0.061101,-118.877029,3.369855,177.730042,0.863748,-133.528305,2.815705,167.604706,0.839952,-133.201462,3.094879,173.044571,0.868628,-119.072433,3.563226,164.330368,0.816666,-118.852112,3.376372,177.688858,-133.572037,2.824972,167.571747,-133.230392,3.083344,173.078323,-119.023010,3.559120,164.372009,-104.458153,278.171600,97.711311,138.092834,277.222778,92.836090,-79.195808,269.929962,44.635345,-105.790016,206.796768,-332.350433,-127.755669,275.867737,93.533409,-149.132538,205.669525,49.622673,-293.026245,205.577637,-3.757015,-288.808685,206.347992,373.432770,115.454308,276.739227,91.416634,137.303513,280.705505,70.151566,-135.108765,207.906250,163.158890,-109.491058,276.575256,71.050072,-292.825684,204.881973,167.170792,183.294922,207.625671,40.340088,-95.975388,206.905029,20.775497,-196.302765,206.429596,-20.892738,13.008463,205.440765,-255.717056,-38.635902,207.537842,-62.849640,8.409540,205.693573,-119.224632,54.005409,206.487946,-55.006844,131.399597,206.752304,53.921688,-100.861145,207.849838,505.401001,89.287308,207.645248,16.368675,33.128170,207.483841,-36.198841,203.924698,206.356339,-137.310120,-25.114595,207.812851,273.617371,113.575279,207.759735,85.468208,112.394630,274.264252,62.105415,310.504211,209.136841,374.387299,311.261902,206.701874,17.309931,306.212799,208.727005,197.819305,308.839569,205.885239,-133.424408,-289.064362,202.657364,-291.529846,,,,0.159752,208.042694,348.781036,,,,,,,,,,,,,,,,,,,,,
