Format Version,1.22,Take Name,crazyflie_traj6,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,24 Jan 1970 06:52:59 -0500,Total Frames in Take,1001,Total Exported Frames,1001,Rotation Type,Quaternion,Length Units,Centimeters,Coordinate Space,Global

,,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,,cf,cf,cf,cf,cf,cf,cf,cf,"cf:Marker1","cf:Marker1","cf:Marker1","cf:Marker1","cf:Marker2","cf:Marker2","cf:Marker2","cf:Marker2","cf:Marker3","cf:Marker3","cf:Marker3","cf:Marker3","cf:Marker4","cf:Marker4","cf:Marker4","cf:Marker4",cf:Marker1,cf:Marker1,cf:Marker1,cf:Marker2,cf:Marker2,cf:Marker2,cf:Marker3,cf:Marker3,cf:Marker3,cf:Marker4,cf:Marker4,cf:Marker4,Unlabeled 1978,Unlabeled 1978,Unlabeled 1978,Unlabeled 1979,Unlabeled 1979,Unlabeled 1979,Unlabeled 1980,Unlabeled 1980,Unlabeled 1980,Unlabeled 1981,Unlabeled 1981,Unlabeled 1981,Unlabeled 1982,Unlabeled 1982,Unlabeled 1982,Unlabeled 1983,Unlabeled 1983,Unlabeled 1983,Unlabeled 1984,Unlabeled 1984,Unlabeled 1984,Unlabeled 1985,Unlabeled 1985,Unlabeled 1985,Unlabeled 1986,Unlabeled 1986,Unlabeled 1986,Unlabeled 1987,Unlabeled 1987,Unlabeled 1987,Unlabeled 1988,Unlabeled 1988,Unlabeled 1988,Unlabeled 1989,Unlabeled 1989,Unlabeled 1989,Unlabeled 1990,Unlabeled 1990,Unlabeled 1990,Unlabeled 1991,Unlabeled 1991,Unlabeled 1991,Unlabeled 1992,Unlabeled 1992,Unlabeled 1992,Unlabeled 1993,Unlabeled 1993,Unlabeled 1993,Unlabeled 1994,Unlabeled 1994,Unlabeled 1994,Unlabeled 1995,Unlabeled 1995,Unlabeled 1995,Unlabeled 1996,Unlabeled 1996,Unlabeled 1996,Unlabeled 1997,Unlabeled 1997,Unlabeled 1997,Unlabeled 1998,Unlabeled 1998,Unlabeled 1998,Unlabeled 1999,Unlabeled 1999,Unlabeled 1999,Unlabeled 2000,Unlabeled 2000,Unlabeled 2000,Unlabeled 2001,Unlabeled 2001,Unlabeled 2001,Unlabeled 2002,Unlabeled 2002,Unlabeled 2002,Unlabeled 2003,Unlabeled 2003,Unlabeled 2003,Unlabeled 2004,Unlabeled 2004,Unlabeled 2004,Unlabeled 2005,Unlabeled 2005,Unlabeled 2005,Unlabeled 2006,Unlabeled 2006,Unlabeled 2006,Unlabeled 2007,Unlabeled 2007,Unlabeled 2007,Unlabeled 2008,Unlabeled 2008,Unlabeled 2008,Unlabeled 2009,Unlabeled 2009,Unlabeled 2009,Unlabeled 2010,Unlabeled 2010,Unlabeled 2010,Unlabeled 2011,Unlabeled 2011,Unlabeled 2011,Unlabeled 2012,Unlabeled 2012,Unlabeled 2012,Unlabeled 2014,Unlabeled 2014,Unlabeled 2014,Unlabeled 2016,Unlabeled 2016,Unlabeled 2016,Unlabeled 2020,Unlabeled 2020,Unlabeled 2020,Unlabeled 2021,Unlabeled 2021,Unlabeled 2021,Unlabeled 2022,Unlabeled 2022,Unlabeled 2022,Unlabeled 2024,Unlabeled 2024,Unlabeled 2024
,,"32A33FB571C811F0DFF24AA584E86A9E","32A33FB571C811F0DFF24AA584E86A9E","32A33FB571C811F0DFF24AA584E86A9E","32A33FB571C811F0DFF24AA584E86A9E","32A33FB571C811F0DFF24AA584E86A9E","32A33FB571C811F0DFF24AA584E86A9E","32A33FB571C811F0DFF24AA584E86A9E","32A33FB571C811F0DFF24AA584E86A9E","32A33FB571C811F0DFF24AA584E86A9E","32A33FB571C811F0DFF24AA584E86A9E","32A33FB571C811F0DFF24AA584E86A9E","32A33FB571C811F0DFF24AA584E86A9E","32A33FB571C811F0DFF24AA584E86A9E","32A33FB571C811F0DFF24AA584E86A9E","32A33FB571C811F0DFF24AA584E86A9E","32A33FB571C811F0DFF24AA584E86A9E","32A33FB571C811F0DFF24AA584E86A9E","32A33FB571C811F0DFF24AA584E86A9E","32A33FB571C811F0DFF24AA584E86A9E","32A33FB571C811F0DFF24AA584E86A9E","32A33FB571C811F0DFF24AA584E86A9E","32A33FB571C811F0DFF24AA584E86A9E","32A33FB571C811F0DFF24AA584E86A9E","32A33FB571C811F0DFF24AA584E86A9E","F6130","F6130","F6130","F6100","F6100","F6100","F4E40","F4E40","F4E40","F5970","F5970","F5970","D50F0","D50F0","D50F0","D5140","D5140","D5140","D51E0","D51E0","D51E0","D51F0","D51F0","D51F0","D5210","D5210","D5210","D5220","D5220","D5220","D5250","D5250","D5250","D52B0","D52B0","D52B0","D52E0","D52E0","D52E0","D52F0","D52F0","D52F0","D5300","D5300","D5300","EC0B0","EC0B0","EC0B0","ED6D0","ED6D0","ED6D0","ED7B0","ED7B0","ED7B0","ED830","ED830","ED830","EE8E0","EE8E0","EE8E0","EF9B0","EF9B0","EF9B0","F1C40","F1C40","F1C40","F21A0","F21A0","F21A0","F2310","F2310","F2310","F2320","F2320","F2320","F3B60","F3B60","F3B60","F3D10","F3D10","F3D10","F3FF0","F3FF0","F3FF0","F40D0","F40D0","F40D0","F4120","F4120","F4120","F42B0","F42B0","F42B0","F42D0","F42D0","F42D0","F4720","F4720","F4720","F47B0","F47B0","F47B0","F47C0","F47C0","F47C0","F4E20","F4E20","F4E20","F5FE0","F5FE0","F5FE0","F6010","F6010","F6010","F61B0","F61B0","F61B0","F61C0","F61C0","F61C0","F61F0","F61F0","F61F0","F6200","F6200","F6200","F6240","F6240","F6240","F6230","F6230","F6230","F6260","F6260","F6260"
,,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Error Per Marker,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,W,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
0,0.000000,-0.005650,0.693744,0.000911,0.720199,-126.395142,3.172437,170.507629,0.097087,-119.456497,3.305621,177.909439,0.719606,-133.593201,2.775450,167.076080,0.846955,-133.533676,3.018273,172.527176,0.843528,-118.997192,3.590405,164.517853,0.619041,-119.447792,3.337310,177.794174,-133.670929,2.821433,167.098114,-133.503098,2.969912,172.483734,-118.942665,3.556554,164.680893,-104.461624,278.167816,97.715652,138.086380,277.222870,92.813400,-79.195496,269.927856,44.635284,-105.790016,206.795547,-332.353088,-127.754738,275.866821,93.528526,-149.134384,205.669266,49.622059,-293.004852,205.571716,-3.757700,-288.809357,206.346298,373.430237,115.456726,276.740662,91.419861,137.307159,280.705750,70.153488,-135.105484,207.905609,163.168335,-109.489822,276.573242,71.049500,-292.821838,204.880188,167.165848,183.284988,207.628662,40.377151,-96.056511,206.983398,20.428907,-196.302170,206.431503,-20.889648,308.834503,205.890472,-133.423325,13.007498,205.440445,-255.716568,-38.635201,207.535095,-62.855339,306.204285,208.728546,197.820190,8.407869,205.692505,-119.221542,54.005398,206.487579,-55.008812,131.402420,206.752640,53.925533,-100.865067,207.834808,505.411469,89.285347,207.643509,16.366285,33.129944,207.480759,-36.207684,203.922577,206.356186,-137.309998,-25.114929,207.812912,273.612274,-166.983322,206.539627,224.360840,113.575516,207.762527,85.468185,102.567932,204.798935,-320.318115,112.393417,274.261047,62.108494,310.484497,209.138947,374.366943,311.259705,206.702682,17.309374,,,,,,,,,,,,,,,,,,,,,
1,0.008333,-0.005206,0.694417,0.002975,0.719548,-126.409698,3.187664,170.492645,0.079443,-119.457314,3.311325,177.881729,0.785375,-133.613312,2.785729,167.073349,0.882717,-133.544006,3.009656,172.525146,0.833032,-119.024147,3.643945,164.490372,0.704442,-119.450966,3.335147,177.797653,-133.672012,2.822842,167.095627,-133.506760,2.967470,172.479950,-119.001732,3.620829,164.609497,-104.458916,278.168610,97.708275,138.090637,277.219666,92.825409,-79.194115,269.928528,44.634674,-105.790833,206.796005,-332.346771,-127.762161,275.868317,93.528343,-149.132614,205.668259,49.622601,-293.014038,205.575104,-3.760564,-288.806091,206.344009,373.431244,115.454445,276.736511,91.417496,137.312500,280.703278,70.158287,-135.120148,207.905289,163.134186,-109.484100,276.575043,71.054550,-292.826233,204.879593,167.169632,183.296661,207.626694,40.350857,-95.991837,206.858490,20.758575,-196.300232,206.431625,-20.886505,308.839447,205.889893,-133.426590,13.008428,205.440948,-255.717804,-38.639103,207.534760,-62.873459,306.210571,208.725769,197.821365,8.403644,205.547363,-119.175385,54.004139,206.488831,-55.007339,131.427673,206.714813,53.943909,-100.868179,207.837585,505.410950,89.289330,207.644150,16.362438,33.130379,207.482574,-36.206238,203.923157,206.356461,-137.310226,-25.114403,207.812317,273.612854,-166.982681,206.539536,224.360901,113.575699,207.760696,85.467392,102.566818,204.798172,-320.319855,112.393608,274.264801,62.110912,310.488403,209.136703,374.373260,311.270020,206.700348,17.305090,0.162244,208.043259,348.776733,,,,,,,,,,,,,,,,,,
2,0.016667,-0.004701,0.694309,0.002793,0.719657,-126.408699,3.188223,170.489120,0.081288,-119.458458,3.301679,177.880386,0.777652,-133.611649,2.794845,167.067429,0.880975,-133.543808,3.016112,172.519348,0.830394,-119.020882,3.640254,164.489319,0.698096,-119.453346,3.324872,177.794052,-133.671600,2.830117,167.089264,-133.505051,2.975864,172.474930,-118.997025,3.617790,164.610703,-104.466988,278.170074,97.723839,138.088699,277.220093,92.825317,-79.194176,269.926392,44.628548,-105.791260,206.795578,-332.349243,-127.754936,275.867523,93.533180,-149.132538,205.667801,49.620914,-293.000122,205.572586,-3.756708,-288.805115,206.343796,373.429626,115.456596,276.737396,91.419601,137.308502,280.704895,70.154869,-135.122604,207.904816,163.133057,-109.484573,276.575287,71.055130,-292.809448,204.882004,167.157837,183.286911,207.627319,40.372887,-96.059052,206.983643,20.428312,-196.301773,206.430893,-20.890675,308.841003,205.891296,-133.429688,13.009214,205.439850,-255.718140,-38.640575,207.537537,-62.877537,306.207550,208.729553,197.820313,8.402716,205.547333,-119.170525,54.004467,206.487778,-55.007320,131.400452,206.753021,53.919727,-100.868118,207.832886,505.416260,89.287308,207.644318,16.365244,33.131321,207.483429,-36.206726,203.923340,206.355957,-137.310013,-25.114349,207.812790,273.614014,-166.982620,206.539200,224.359177,113.573158,207.760666,85.467026,102.567863,204.800659,-320.318237,112.389862,274.261261,62.110008,310.485748,209.136673,374.369049,311.269226,206.702713,17.307421,,,,,,,,,,,,,,,,,,,,,
3,0.025000,-0.005738,0.693255,0.000689,0.720669,-126.388840,3.169835,170.519028,0.091987,-119.460228,3.304866,177.930206,0.790363,-133.582291,2.772761,167.077850,0.800127,-133.530151,3.017919,172.528915,0.839902,-118.982674,3.583795,164.539139,0.649740,-119.430351,3.329231,177.847610,-133.672440,2.819768,167.114990,-133.506332,2.972187,172.460037,-118.938484,3.555154,164.683228,-104.449341,278.172607,97.692345,138.087265,277.221191,92.827179,-79.189217,269.926849,44.627308,-105.789795,206.795959,-332.349579,-127.760468,275.863312,93.526947,-149.132980,205.669052,49.627762,-293.001190,205.572861,-3.759646,-288.806732,206.346039,373.433411,115.456772,276.739716,91.420387,137.311523,280.704559,70.157379,-135.122040,207.905167,163.129807,-109.483719,276.575409,71.057701,-292.828491,204.880951,167.170044,183.287384,207.627243,40.376587,-95.971962,206.905609,20.777071,-196.301788,206.430237,-20.890976,308.838593,205.887634,-133.425064,13.009060,205.440872,-255.718567,-38.637085,207.536942,-62.865734,306.206146,208.729431,197.820602,8.405046,205.547150,-119.182358,54.006451,206.487625,-55.007957,131.424957,206.715256,53.942062,-100.865974,207.835800,505.401031,89.288315,207.644272,16.364267,33.129971,207.481201,-36.206051,203.923279,206.356125,-137.310257,-25.114056,207.813171,273.612305,-166.983490,206.539963,224.359344,113.576866,207.762054,85.468117,102.569054,204.799835,-320.315674,112.392662,274.262939,62.105572,310.480743,209.137756,374.365662,311.257599,206.703110,17.309961,0.162804,208.036942,348.776611,,,,,,,,,,,,,,,,,,
4,0.033333,-0.006389,0.693702,0.000595,0.720234,-126.379837,3.161773,170.547104,0.120915,-119.442108,3.310044,177.949493,0.759638,-133.577271,2.755519,167.115326,0.662322,-133.518524,3.006569,172.566055,0.726278,-118.981430,3.574961,164.557556,0.642612,-119.428947,3.323728,177.852005,-133.653183,2.793084,167.230957,-133.502747,2.971475,172.449600,-118.936447,3.559600,164.685638,-104.458260,278.169128,97.705017,138.087006,277.221069,92.828415,-79.187515,269.926575,44.625916,-105.791000,206.795624,-332.347382,-127.760437,275.867432,93.527405,-149.133102,205.668610,49.618256,-293.003723,205.574158,-3.759247,-288.808014,206.344742,373.430511,115.453461,276.739166,91.419044,137.301498,280.705750,70.150795,-135.106247,207.905075,163.163086,-109.487061,276.575562,71.052170,-292.816437,204.881073,167.162674,183.294754,207.625443,40.342987,-95.973000,206.904984,20.776499,-196.302399,206.431335,-20.890276,308.844391,205.890488,-133.425659,13.008106,205.440659,-255.718231,-38.640392,207.537048,-62.870693,306.208954,208.729721,197.822357,8.401869,205.549026,-119.170235,54.006874,206.488159,-55.007301,131.399506,206.753036,53.919281,-100.867531,207.835358,505.408295,89.287216,207.644867,16.366533,33.129536,207.482880,-36.207588,203.922455,206.356018,-137.310013,-25.113102,207.812637,273.613129,-166.982574,206.539536,224.360519,113.575485,207.760208,85.468468,102.568291,204.798706,-320.317780,112.394012,274.263214,62.111462,310.487457,209.136063,374.374084,311.262787,206.702759,17.308216,,,,,,,,,,,,,,,,,,,,,
5,0.041667,-0.005307,0.693402,0.000848,0.720531,-126.386772,3.157829,170.531021,0.142899,-119.455109,3.284071,177.939484,0.642047,-133.581787,2.766306,167.092438,0.616835,-133.527328,3.006865,172.543686,0.709987,-118.982887,3.574073,164.548462,0.602137,-119.461319,3.298334,177.797318,-133.650848,2.799875,167.220459,-133.508240,2.977133,172.443512,-118.928123,3.559450,164.686676,-104.452301,278.172363,97.698723,138.090775,277.221527,92.832520,-79.188118,269.925201,44.631851,-105.790855,206.797531,-332.348572,-127.759132,275.866455,93.524788,-149.133957,205.668060,49.625526,-292.991028,205.573792,-3.760311,-288.806244,206.342026,373.437195,115.457069,276.740723,91.419983,137.308365,280.706726,70.157341,-135.104614,207.906296,163.166901,-109.487625,276.574280,71.052261,-292.821777,204.880768,167.164658,183.288315,207.625931,40.371155,-95.973221,206.905823,20.776485,-196.301788,206.430557,-20.889421,308.841248,205.885605,-133.427505,13.007617,205.440689,-255.717133,-38.652863,207.550079,-62.981461,306.212891,208.728745,197.819824,8.409387,205.693848,-119.225899,54.003231,206.487900,-55.007046,131.424149,206.715134,53.939247,-100.867737,207.831955,505.409912,89.288109,207.644821,16.363916,33.130875,207.483673,-36.212029,203.923126,206.355927,-137.310165,-25.113827,207.811523,273.611633,-166.982437,206.539658,224.360870,113.575005,207.761627,85.468567,102.567673,204.798584,-320.318390,112.394882,274.264709,62.111591,310.477692,209.136917,374.359375,311.269165,206.704300,17.307325,,,,,,,,,,,,,,,,,,,,,
